Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 25.306976295798393, 63.121507458311726, 101.38920828569115, 140.46569069238302, 182.24537600803268, 227.01194627876617, 278.3450551798118, 333.6286768127172, 390.3194542551342, 445.62852427384456, 499.5984884807919, 552.27337724431, 604.724969819202, 658.2834195084267, 712.9078917436568, 766.0327724077451, 818.0802156771681, 867.2956734003308, 914.8371426341289, 959.092702320708, 1001.3497544911595, 1041.3499465514635, 1079.4854044069157, 1116.6065888996498, 1152.1168135525666, 1187.3608255713916, 1221.4214811764652, 1255.762764522811, 1290.3343098428566, 1324.1833687365875, 1359.1281553595175, 1394.595229924562, 1430.0460262826728, 1465.6486505135042, 1502.7745961953322, 1539.8421921274637, 1577.9257923311961, 1616.0030206789888, 1654.2536670805412, 1692.4806711553156, 1729.856146256766, 1767.1167611139285, 1803.6433735788169, 1838.1551849212474, 1871.3051087691747, 1904.5680785753711, 1936.3105730471339, 1967.840178838756, 1990.890959412775]","[4.1819091, 4.1774597, 4.1747031, 4.1726165, 4.1707263, 4.1693087, 4.1681671, 4.1671038000000005, 4.16608, 4.1652532, 4.1646233, 4.163992899999999, 4.1632447, 4.16293]",3155.4925763833285
3,0.5,1,25,"[0.0, 23.973693585986382, 62.090809383465626, 99.58117509519434, 138.5518699136295, 179.6571404729783, 224.6685307129436, 276.71560690484944, 331.83175325751745, 388.25751020278176, 443.6513373398077, 497.85465064772325, 550.2563263201291, 602.9552729713455, 656.3543612217163, 710.2950085144312, 764.4906231250754, 815.6558935957357, 865.0734741988281, 912.3123677327201, 956.5296700012348, 998.5588996986503, 1039.098825414443, 1076.9120347214462, 1114.7372727785294, 1151.0182153522085, 1186.4314438834567, 1220.7784124491739, 1254.8253717189746, 1289.4478259689968, 1323.9474407935998, 1357.9711922967258, 1393.5998041200728, 1428.626458363335, 1465.2149045729236, 1502.1360752588555, 1540.239093756177, 1579.086766254761, 1618.1104857861553, 1656.5029268102137, 1694.3111432001826, 1731.6969926008967, 1768.6581745616202, 1804.2809600359753, 1838.431608277582, 1871.811521924573, 1904.0615340932184, 1935.653777113974, 1966.7997139127285, 1989.543473633152]","[4.181712200000001, 4.177262799999999, 4.1744671, 4.1723013, 4.170411100000001, 4.1691513, 4.167891, 4.1667886, 4.1659226, 4.1652532, 4.1643867, 4.1639142, 4.1632447, 4.1626935]",3155.0855725116608
4,0.5,1,25,"[0.0, 25.358238221759564, 62.91185196940728, 101.1133137141515, 140.12495732926817, 180.871660065286, 225.65479391426328, 276.3468047969283, 332.35744405376414, 388.7257586172853, 444.41373452744875, 498.30906054315307, 550.6015471375051, 603.1878096771854, 656.6332208013669, 710.9315733305914, 764.147205130881, 816.3169657553585, 865.7250969586191, 912.607937454919, 957.0430323305284, 998.6996932441659, 1038.7033809606385, 1077.2962741423262, 1114.109021129504, 1150.1473306028042, 1184.805528078666, 1219.3819844488319, 1253.599255454465, 1287.7160713589806, 1322.11047266721, 1355.9039328063009, 1391.708800813432, 1427.1986741230303, 1462.9789672401819, 1500.3008273749663, 1537.119681545065, 1574.7551135755407, 1613.7841058628883, 1651.667256001081, 1689.7945873956844, 1727.2659298055144, 1764.3197970861077, 1800.016389749095, 1834.9040670984011, 1868.5093120104991, 1901.001127048284, 1932.8139295405897, 1963.7034775142358, 1990.1433432869474]","[4.1817908, 4.1775775, 4.1745853, 4.1722226, 4.1705689, 4.1691513, 4.1678123, 4.1669068, 4.16608, 4.1652532, 4.164505, 4.1639142, 4.1634026, 4.162811799999999]",3153.761335911865
5,0.5,1,25,"[0.0, 30.76747873028137, 67.79473079231246, 105.79921711158124, 144.27422733294725, 185.11803554847654, 229.87785593378726, 280.6308790973251, 336.17299379775125, 391.79918001252884, 448.4572778978528, 502.8905808856605, 555.4406135003181, 607.6280685637719, 660.5668399205836, 713.7294903474985, 768.5841689125036, 819.765827469892, 868.9710984587934, 916.4769519594718, 960.5708215937489, 1002.3014619397211, 1042.501736143771, 1080.881086531556, 1117.2032020940355, 1153.0055694891712, 1187.8819394977043, 1222.6017818149817, 1256.3999019075636, 1290.8708924696139, 1325.6117038067407, 1359.8429179705256, 1394.4987722108676, 1430.4295746649798, 1466.456307853723, 1502.9375851648674, 1540.1182442618508, 1577.9850854380932, 1615.8072269918482, 1654.5948197086875, 1692.7729932474633, 1730.3742030993415, 1766.9591802098032, 1803.1242931515515, 1837.697114378194, 1871.6687989882641, 1903.8635412658975, 1935.6545992313143, 1966.601615766054, 1988.7135559320066]","[4.1815939, 4.1773019, 4.1744275, 4.1721044, 4.1705294, 4.1690331, 4.167891, 4.1667495, 4.1657648, 4.1652136, 4.1643476, 4.1638355, 4.1633239, 4.1628513]",3152.432854264733
6,0.5,1,25,"[0.0, 24.747926659208076, 61.475141546150326, 99.11511112622219, 137.77534321579827, 178.28213971535632, 222.49537527303, 273.5666059346743, 328.84665827264854, 385.5780998186321, 440.9004520691237, 495.21101704725953, 547.851356834014, 599.6412883131907, 652.7545149938844, 706.5876102546772, 760.5286741415093, 812.2389754838155, 861.795979147166, 908.3007320516574, 952.7736633195864, 995.1300298128947, 1034.5171478964546, 1072.6874815941876, 1109.2736044086964, 1145.314241350533, 1180.0008495529373, 1214.5634126427256, 1248.6376573444281, 1283.4010469454997, 1317.0720189561553, 1351.8824045482918, 1386.4317274860216, 1422.306015607337, 1458.0450713519651, 1495.1813403868127, 1532.3465540793927, 1569.8470023704317, 1607.6404162504593, 1646.6285384450512, 1684.4151753014648, 1721.914629179571, 1759.3740164876658, 1795.0279663366841, 1829.8995737065552, 1863.3543236377013, 1895.4782957814623, 1927.1392366382915, 1958.1492804061895, 1975.1600422789852]","[4.1818304, 4.177381, 4.1743884, 4.1723013, 4.1706867, 4.1689939, 4.1678123, 4.1668282, 4.165883099999999, 4.1652532, 4.164662399999999, 4.1636782, 4.1632843, 4.1628513]",3150.633843976778
7,0.5,1,25,"[0.0, 28.838444872049593, 66.30105750966953, 103.62937247072688, 142.28172448798347, 183.01813653259018, 226.8013561032082, 277.11029007798203, 333.16839541979556, 389.5134209888009, 445.65225232040615, 499.6979155974464, 552.1421067958893, 603.7337310302778, 657.0821310339686, 710.3901419202925, 763.9283248250808, 816.0167763379122, 864.6103501709645, 912.0350974266707, 956.5583684666644, 998.4947236616347, 1037.8395386671684, 1076.4129619579037, 1113.326618073188, 1149.1180345484775, 1183.5724422761832, 1217.841525055882, 1252.458547984555, 1286.4983632776903, 1320.6574222387862, 1355.3552679915608, 1390.2401468000319, 1425.423854569752, 1461.8135045128854, 1498.0409772133178, 1535.5168130338247, 1573.1497289014787, 1611.9596649235384, 1650.0464774059822, 1687.9165386116235, 1725.1446867450393, 1762.3235080818415, 1798.06211059177, 1832.916502098247, 1866.1414065848705, 1898.6354879522262, 1930.1803507826405, 1960.9029473987287, 1988.0221884195964]","[4.181712200000001, 4.1773415, 4.1743097, 4.1723013, 4.1705294, 4.1689939, 4.1679306, 4.1669068, 4.165883099999999, 4.1652136, 4.1644263, 4.1637568, 4.1633239, 4.1626935]",3148.603115846357
8,0.5,1,25,"[0.0, 36.12417757860834, 72.66363780649203, 110.32269980027831, 149.0266520444601, 189.46688609913792, 233.8329421043278, 283.2424905907342, 338.91341570641225, 395.3142287124392, 452.2610904354151, 506.2017903063253, 557.9138194196364, 610.1344858661073, 662.8397642826071, 716.9821632788141, 770.4564902745215, 821.6933211070914, 870.9269527357726, 917.9544090284005, 962.1961747419568, 1003.787704212057, 1043.67570121273, 1082.079923053711, 1118.62225410484, 1154.6347394351467, 1188.948076226697, 1223.8226428039268, 1257.7772499357961, 1291.8165701911769, 1326.5588404157622, 1360.6025713141987, 1395.3141172018345, 1431.032304175497, 1467.2847216659027, 1504.1211427004712, 1540.8380398998543, 1578.7014323352075, 1617.3232872473734, 1655.7098646618026, 1693.799155471732, 1731.2942764663196, 1768.1514742065617, 1803.7812307665815, 1838.4223311069047, 1871.6444300614469, 1904.506565979122, 1935.7339005707806, 1966.3485204802757, 1989.1702915130602]","[4.181672600000001, 4.1772232, 4.1742306000000005, 4.1722622000000005, 4.1705294, 4.1689939, 4.1677337, 4.1669464, 4.1659226, 4.1652532, 4.1644263, 4.1639142, 4.1632843, 4.1627331]",3145.796244206273
9,0.5,1,25,"[0.0, 35.623041130840136, 72.28656304560951, 109.4707378146976, 147.78918764889863, 188.32700608221842, 231.89494890030392, 281.906215302742, 335.91606699940564, 394.23817810450464, 449.9389484345379, 504.26501609144134, 556.6334062038369, 608.2184046650539, 661.1095688209585, 714.641251637912, 768.2671523388793, 819.940825743159, 868.7135477876985, 916.3280095848494, 960.0123911212632, 1001.9164456500001, 1041.77508434813, 1079.9147078926871, 1116.8162838844983, 1152.4076926312327, 1186.8526508474051, 1221.4631704023027, 1255.237750924105, 1289.4393171137012, 1323.3568079762927, 1358.5013253744664, 1393.5113898716718, 1427.9820838276273, 1464.477490769044, 1501.5338915546172, 1538.8990718858831, 1576.5926096869102, 1614.1910605217395, 1653.050330504494, 1690.8327513632685, 1728.1023851004843, 1765.175423938495, 1801.399160580917, 1835.8504433453973, 1868.960206088591, 1901.1766315084278, 1932.7562035385827, 1963.634574461419, 1988.590698404405]","[4.1815939, 4.1773019, 4.1744671, 4.1723013, 4.170372, 4.1689148000000005, 4.1676946, 4.1667099, 4.1657257, 4.1650953, 4.1643476, 4.1636782, 4.1632447, 4.1625361000000005]",3142.847027313096
10,0.5,1,25,"[0.0, 35.458721967952215, 72.37454969651662, 109.2764584870041, 147.04186957791592, 187.56322356066278, 231.5899346836867, 280.9838782517771, 336.5582109548021, 394.0093379977785, 449.6240236630373, 503.313836261068, 555.7557904257152, 607.9474538048431, 660.2684849545332, 713.7400188215285, 767.2116553354616, 819.0835319053205, 868.0329620896426, 914.7442993494893, 959.1619351793091, 1001.0659263694669, 1040.554479004597, 1078.5013485852965, 1115.2431245243415, 1150.8149786861668, 1185.651642406985, 1220.3068348983024, 1254.1909856926409, 1288.077954427079, 1322.6689649543305, 1357.2162091173004, 1392.1550118581758, 1427.2870460189315, 1463.428409163535, 1500.1138947095992, 1537.074981855083, 1574.5582393461432, 1612.9553588458298, 1651.4578860391794, 1689.7994464988037, 1727.3524452563565, 1763.8145644940296, 1799.4790840143428, 1833.4200232710668, 1867.4685964895143, 1899.459873917739, 1931.178921325367, 1962.049537519657, 1987.2963506331362]","[4.181672600000001, 4.1771841, 4.1741915, 4.1720653, 4.1704903, 4.1689148000000005, 4.1676946, 4.1668673, 4.165883099999999, 4.1652532, 4.1643476, 4.1636782, 4.163363, 4.162811799999999]",3140.259667874077
11,0.5,1,25,"[0.0, 22.13328220343294, 58.74038873920739, 95.6310594108578, 134.1662859253173, 173.77508056954298, 217.23940954136447, 266.84909751715645, 322.05551537870826, 379.302711842029, 435.0018431023673, 489.40595680195304, 541.5483231825526, 593.5123864169075, 645.632113094926, 699.367054808402, 752.8801500602232, 804.2872253644936, 853.4641133468132, 900.2118333311852, 944.3188126278952, 986.4701791047172, 1026.267264817539, 1063.8352228859708, 1100.802424885439, 1136.2480020664802, 1170.954135721554, 1205.0655322280495, 1238.9963209384846, 1273.2994833117796, 1307.8570586937276, 1342.372134286149, 1377.0661876188478, 1412.3099260177896, 1448.343968042158, 1485.278506117973, 1522.6749815066064, 1560.1713579482785, 1598.3913778203332, 1636.9359720811317, 1674.6610778323434, 1712.1603503767715, 1749.052048827787, 1784.8230261323192, 1819.4206820352101, 1852.6812663531346, 1884.783060471737, 1916.4342744267428, 1946.9921960234724, 1973.0262100008836]","[4.1815548, 4.177105399999999, 4.1742306000000005, 4.1721044, 4.170450700000001, 4.1688757, 4.1676946, 4.1666708, 4.1658044, 4.1650953, 4.1643081, 4.1637568, 4.1631269, 4.1626148]",3137.368007072211
