Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 24.424674675587198, 62.86832423414495, 102.45538915122933, 142.1964406219442, 184.01303130922855, 230.6293696762179, 284.5500604373395, 340.93861298753285, 398.9457675760564, 454.43869751862604, 508.9855135918239, 561.4797393564561, 615.5178321641492, 669.4386283449685, 724.1199166476872, 778.0494171013956, 829.9561082535988, 880.1057260107862, 927.5721813675257, 972.0308963451491, 1014.4491508717199, 1054.2667274273222, 1092.5334392215461, 1129.6995648209052, 1165.2487066174217, 1200.825508502829, 1235.1404564647826, 1269.7326854417026, 1303.8435941250927, 1338.7538199497158, 1373.2748540458535, 1409.449686920906, 1445.0810062944818, 1481.4430598819238, 1518.8269002200357, 1556.3277978546855, 1594.6083716285486, 1632.7803590295296, 1671.8662433307911, 1709.8458817277112, 1748.1488612068954, 1784.6633343189017, 1820.7071734555232, 1854.8938474674153, 1888.073814388404, 1920.4094154808179, 1952.1772047967368, 1983.0970961728633, 2004.4193708481173]","[4.1814661, 4.1770968, 4.174301600000001, 4.1719398000000005, 4.170208000000001, 4.1689091000000005, 4.1677279, 4.166626, 4.1657205, 4.1650515, 4.1644216, 4.1636343, 4.1633196, 4.1626501000000005]",3198.193435727675
3,0.5,1,25,"[0.0, 34.84526969180541, 73.1716599051752, 112.1529661969742, 151.73836846618957, 193.75664903652097, 240.32210972616718, 293.1904947716949, 349.6137779145009, 407.49337551403863, 463.52117829769685, 518.0460447575811, 571.1140398202158, 624.021251952461, 677.9867507039255, 733.1845854389001, 786.183569687005, 838.7059506630658, 889.3280048843142, 936.3927461990552, 980.4826260116367, 1022.4611403688577, 1062.0367240586088, 1100.7632406731739, 1137.791132868832, 1173.513227089527, 1208.8874724642235, 1243.2776734177844, 1277.7342175075923, 1312.178622354822, 1346.5705938358317, 1381.4839001485602, 1417.2163166723394, 1453.2021273029518, 1489.6168381071866, 1527.1901332835935, 1563.8671188991111, 1602.252130112809, 1641.0675436288914, 1679.276856550299, 1717.3436766878606, 1755.222361322248, 1792.4338154237878, 1828.4411687549434, 1862.8698331348835, 1895.761073420637, 1928.4993360078217, 1960.108110884233, 1990.7120271595493, 2018.6671482339154]","[4.1814265, 4.1772933, 4.1741838, 4.172255000000001, 4.1703262, 4.1689878, 4.1676888, 4.1669016, 4.1660748, 4.165248399999999, 4.1644611000000005, 4.1639099, 4.1633587, 4.1630831]",3196.8497261804227
4,0.5,1,25,"[0.0, 24.963394295930925, 63.879769976983425, 102.31741093465246, 142.23260641059358, 183.90686531600545, 230.0671505947181, 282.0143585427402, 339.3688520945908, 397.3340790252404, 453.0479906406846, 507.6083573074576, 561.0986667849862, 613.6076598577583, 667.7294992429097, 722.3440031469474, 777.0426419204771, 828.52045327016, 878.8343318990844, 925.6245959116807, 970.2740153491447, 1012.1671732340583, 1052.5385520623695, 1089.749214519799, 1127.44658171873, 1163.0016174046846, 1197.9487419182587, 1232.4349025871159, 1267.1026196318262, 1301.6205855627575, 1335.4482107643369, 1371.2730677266172, 1406.8225117675788, 1442.2397460509949, 1478.6810804048393, 1515.9683214062775, 1554.1809160524544, 1592.066455427218, 1629.9713425447505, 1669.444733294197, 1707.2359776412147, 1745.0389528269723, 1781.7860645980834, 1817.7463397673762, 1852.1857123400744, 1885.5521662539452, 1917.640928688112, 1948.9323229198674, 1979.812932025027, 2005.1736101475697]","[4.1815052, 4.1771359, 4.1741838, 4.1719398000000005, 4.1703262, 4.168673, 4.1676493, 4.1666656, 4.1656027, 4.165248399999999, 4.1642246, 4.163831200000001, 4.1632409, 4.1630044]",3194.468296399334
5,0.5,1,25,"[0.0, 31.07224923136704, 69.46431274150206, 108.05855703146, 146.66343439320445, 188.16367148426258, 234.26120277779074, 286.70433641800076, 344.139815620858, 401.37395377681804, 457.36340685958425, 511.6627401136432, 565.1895210134151, 618.304877413414, 672.1919846114918, 726.3585494399288, 780.1510576518137, 832.7417113093159, 882.082947337432, 929.1945693881871, 973.9946582268769, 1015.3612805708315, 1055.520860681603, 1093.8860666291964, 1130.7430578772712, 1166.8557072605013, 1201.822648407086, 1236.4474645122064, 1271.131231554888, 1305.2641029105255, 1339.6922473145771, 1375.1289094008664, 1410.6594457973258, 1446.4138509552142, 1482.8186784830864, 1519.9565856682098, 1557.4431050153842, 1596.0248100732238, 1634.1935332186736, 1673.2085989689267, 1710.991529944964, 1748.8676692219883, 1785.2980425869878, 1821.1817038880922, 1855.5684386904823, 1889.2589462612486, 1920.982771656547, 1952.568244397905, 1983.4683210440603, 2004.5975694412577]","[4.1815839, 4.1771755, 4.1744199, 4.1720185, 4.1703262, 4.1689091000000005, 4.1677675, 4.1667442, 4.1659961, 4.165208799999999, 4.1646185, 4.1639886, 4.163437399999999, 4.1629653]",3192.204190373803
6,0.5,1,25,"[0.0, 32.01258604677042, 70.55630244208993, 108.46953603983815, 148.0896559666665, 189.78138015203928, 234.92908895545946, 287.11520989399986, 343.9261313373283, 402.0411943344224, 458.8094716258823, 513.1186966468301, 566.5043233042829, 618.9996180737819, 672.5295408166457, 727.1551404895154, 780.6364232951844, 833.3302415528933, 882.469530610769, 929.325458454621, 973.85792432993, 1016.3265585087834, 1055.6293192899368, 1093.986759373381, 1130.3772464514038, 1166.507213509745, 1201.4440885920892, 1236.5106301595483, 1270.418731941555, 1305.2719255698898, 1338.8465039120229, 1374.5748921835034, 1409.6159664766585, 1445.6747579322687, 1482.502016271676, 1519.2766808446668, 1556.9900318441696, 1595.3152842175148, 1633.9426238854826, 1672.3118698445405, 1710.51289748221, 1748.253506028681, 1784.9814324813874, 1821.0190576181699, 1855.1013419067745, 1888.5741173350116, 1921.2409626034823, 1952.2136245558572, 1982.9183615703287, 2003.5218130100507]","[4.181387399999999, 4.1770573, 4.1741052000000005, 4.171979400000001, 4.1701293, 4.1689878, 4.1677279, 4.1667833, 4.16576, 4.165208799999999, 4.1645002, 4.1638703, 4.1633983, 4.1628866]",3189.291286809625
7,0.5,1,25,"[0.0, 33.99232704989589, 72.33784826323233, 109.92514276644704, 149.5674747543793, 190.37304056042183, 234.757387492342, 287.5604222344158, 344.57372098507074, 402.7284017909236, 458.5264870065266, 514.0143131754845, 566.9115404277899, 619.1942779631446, 673.4615754192627, 728.1039770168844, 781.0210376560511, 833.1695028854023, 883.4273021176142, 930.3714112169929, 974.447298956458, 1016.8373253390895, 1056.3047424203355, 1094.268920211175, 1131.2051269865392, 1166.967998437225, 1201.915088207525, 1236.5036047563408, 1270.6981441607022, 1305.1712030216, 1339.6075431776753, 1374.8264493351494, 1409.8717574325701, 1446.000275779199, 1482.0521680647316, 1519.5711883479694, 1556.6371274826056, 1595.0838355247843, 1633.4480436335402, 1671.6992389453662, 1710.237367010502, 1748.2329609674189, 1784.9889739883242, 1820.6948394947385, 1854.982079057519, 1888.1230281215685, 1920.2123969056706, 1951.6147392502367, 1982.3299685618945, 2003.869329667698]","[4.1814661, 4.1770177, 4.1741052000000005, 4.171979400000001, 4.170208000000001, 4.1687121, 4.1676102, 4.1666656, 4.16576, 4.1650906, 4.1642246, 4.1639099, 4.163161799999999, 4.1628079]",3186.184392658286
8,0.5,1,25,"[0.0, 34.57790547057783, 72.10751612868125, 110.04748764353724, 149.4719419135222, 190.2587228334637, 235.31365075305894, 287.42431512120766, 344.04999685332484, 402.3354568821037, 458.9337875776355, 513.7385473587789, 566.1268564177069, 618.2552920262434, 671.6482056777644, 726.4188133683105, 779.7260892468979, 832.2607361980939, 882.018527748547, 928.7202355683165, 972.6690407106372, 1015.1434689965694, 1054.8053853577676, 1093.1572485737834, 1129.7466932412399, 1165.8637341500753, 1200.4720372458755, 1235.1550388038208, 1269.5463856540227, 1303.7367260735414, 1338.4850661564533, 1373.4825754438048, 1408.5025627182417, 1445.1323751268687, 1481.1636271970947, 1518.1484096871968, 1555.8658233998267, 1593.7789105598945, 1632.610457633537, 1671.0877927251122, 1709.0644720171745, 1746.4255247929036, 1783.2730591316904, 1819.1731995402888, 1853.4020174698803, 1886.6728305790516, 1918.6278814219422, 1949.97275313537, 1980.518107883668, 2003.9085865418165]","[4.181544799999999, 4.1769786, 4.1742625, 4.171979400000001, 4.1701293, 4.1688304, 4.1676888, 4.166626, 4.16576, 4.164972799999999, 4.1644216, 4.163831200000001, 4.1633196, 4.1628079]",3183.8268803853352
9,0.5,1,25,"[0.0, 36.98049855222524, 74.64396002762066, 113.35594103663925, 151.99676473860654, 193.4460557458433, 238.67520568760642, 289.1505550558045, 346.1303668569054, 404.07831033147124, 461.0801714783129, 515.4449762605029, 568.7532134052649, 621.007638171685, 674.2111144373499, 729.2328330709857, 781.9186513483249, 834.3700828066582, 883.6814793208265, 930.3579761116472, 974.9508657747928, 1016.7146863259308, 1056.3331576461728, 1094.2565956153762, 1131.1035482583302, 1166.655599202435, 1201.635928477593, 1235.8538343524388, 1270.5249889299403, 1305.2706296452025, 1339.8035720942576, 1374.4019148241446, 1410.2427253328042, 1445.5355755308328, 1482.3629494041206, 1519.1906394763682, 1557.1953546715063, 1595.0760494481215, 1633.9330403004396, 1671.9553633403225, 1710.3369892565806, 1748.8808360397993, 1784.6356791574804, 1819.4672882111163, 1854.271903169723, 1888.1914324534955, 1920.99460190233, 1951.3060192227545, 1981.6652179329926, 2002.6245494340005]","[4.1817021, 4.1770968, 4.1741838, 4.1720185, 4.1702867, 4.1689482, 4.1676888, 4.1667442, 4.1659174, 4.165208799999999, 4.1645002, 4.164067299999999, 4.16328, 4.162847]",3181.321404676245
10,0.5,1,25,"[0.0, 35.68335135111033, 73.29613485103903, 111.17889633244431, 150.34249519748687, 190.58755037958178, 236.0978622587362, 287.06829765746227, 343.6844767107335, 402.515820263464, 458.92017357565373, 513.5162454498967, 566.7119987799068, 618.7518007517396, 671.7294625780984, 726.1782161550819, 779.2211139657085, 831.6740562512501, 880.7037686652883, 928.6938797135289, 972.3247029055386, 1014.1803939802957, 1053.645922760321, 1092.2748917761191, 1128.7058913375818, 1164.0397231899874, 1199.0530746723184, 1233.4838270438154, 1268.3533561785443, 1302.5091726747169, 1336.3941848008267, 1372.0382380314613, 1407.1479088569263, 1442.8849589924766, 1479.3439769709157, 1516.8524563861065, 1554.1091333213885, 1592.21370195283, 1630.3159226221233, 1669.23676212479, 1707.1024218054622, 1744.7626453105645, 1781.8038997974058, 1817.1946929331557, 1851.8466977480439, 1884.9539291604865, 1916.8232518450022, 1948.100517734667, 1978.5143690688437, 2003.2922774011922]","[4.1813083, 4.1769786, 4.1741443, 4.171979400000001, 4.1704049, 4.1688304, 4.1676493, 4.166862, 4.165957, 4.1650515, 4.1644611000000005, 4.163831200000001, 4.1633196, 4.162847]",3178.9416595940475
11,0.5,1,25,"[0.0, 25.92934284305477, 63.139473804878435, 101.11288879802339, 139.84705865817534, 180.62277917506935, 225.13160157983293, 276.38130371782745, 333.4037191591941, 390.610594242293, 447.7401184113402, 502.44686819799176, 555.5289423555687, 607.2365078002662, 660.3081549601601, 714.6724944756467, 768.2431571054125, 820.1868638552597, 869.9159295232981, 916.6201557119263, 961.1181169960017, 1003.1638234628964, 1042.7546272370678, 1080.7485485236002, 1117.4785049689613, 1153.3082169120062, 1188.4718708768787, 1223.1979108942733, 1257.115795167554, 1291.284097701769, 1325.8061819410773, 1360.6276809156602, 1395.9524519670285, 1431.8559771226755, 1469.040961997774, 1505.7287041296731, 1542.8406237306313, 1580.9777741140288, 1619.4519483336217, 1658.0898222458304, 1696.7851119895408, 1734.1452596943013, 1770.8101042276248, 1806.1369595842043, 1840.5826121066239, 1873.5759645279759, 1905.3348483643663, 1936.7242037161736, 1967.2051330576305, 1988.8910518338362]","[4.1814661, 4.1770968, 4.1740265, 4.1719007, 4.1703262, 4.1688695, 4.1677675, 4.1668229, 4.1658778, 4.1651301, 4.1644216, 4.163949, 4.1633587, 4.162847]",3176.23880548055
