Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 32.243094380614764, 70.74850191574149, 108.89519613566006, 148.419165853928, 190.1684576285612, 238.33179935733892, 293.00526314602575, 351.1910019818514, 408.500550525192, 464.4637879032948, 518.7953348538206, 572.2475828588169, 625.5787776505654, 680.8446310057425, 737.4180305595157, 792.4244918530194, 845.5311957850324, 895.1567004755543, 943.1183467477215, 987.7732527645339, 1029.9655179196777, 1070.0236883016833, 1108.0296780042995, 1145.0124987289428, 1180.618124689693, 1216.1344524023743, 1250.3764627845885, 1284.4616047908382, 1319.4369040238005, 1354.0317453094076, 1388.7405239373606, 1423.9700123922614, 1459.6205679588606, 1496.0776116470452, 1533.0136901751991, 1570.1929297218398, 1608.7351345403997, 1647.185249267591, 1685.6703696316688, 1723.5268990369443, 1761.1724177878202, 1798.1319808713881, 1834.0230123697313, 1868.4566199144585, 1902.054014990463, 1934.3212951234511, 1965.7854823604605, 1996.7719297779433, 2019.2471113574231]","[4.1816607, 4.1773291, 4.1744151, 4.1722498, 4.1706748, 4.1692572, 4.1680756, 4.167051799999999, 4.166146299999999, 4.1654768, 4.1647682, 4.1641774, 4.1636658, 4.1632719]",3227.502163087971
3,0.5,1,25,"[0.0, 24.48762017331518, 63.394075435059165, 101.00146735001948, 140.41980057353322, 183.1268938940571, 229.6513659657756, 284.3265974062826, 342.72951872568973, 399.9227487309492, 455.828897798726, 510.12888348217206, 563.7560481373346, 617.0042681496082, 672.1831232573454, 728.3663648495613, 783.1754644298296, 836.3485637848232, 886.4897130958452, 934.4938561035822, 978.462482453416, 1021.0606455637758, 1060.4391401547027, 1098.8401083645592, 1135.6567253288786, 1171.731752496822, 1206.6637663399972, 1241.3046865757408, 1275.706797337624, 1309.751301259821, 1344.7610600300907, 1379.2407735370355, 1414.639002128193, 1450.5771737523116, 1487.0161056291392, 1523.9358016888236, 1561.401673188732, 1599.4499988625798, 1637.526819844653, 1676.0050997398748, 1713.8786804959968, 1752.022344693687, 1788.8427210237833, 1824.5412260415383, 1858.8591725016813, 1892.2130462385448, 1924.089436161053, 1956.0568453903593, 1986.84006943754, 2005.365968497449]","[4.1816998, 4.1772504, 4.1744151, 4.1721315, 4.1705565, 4.169138899999999, 4.1679969, 4.167051799999999, 4.166146299999999, 4.1653585, 4.1648073, 4.1640987, 4.1636262, 4.1631932]",3225.557865785727
4,0.5,1,25,"[0.0, 26.172825724668257, 64.30460142561742, 102.69959617393079, 141.72777937217495, 183.7431746567105, 230.4327903564208, 284.71102511652623, 343.021505758026, 400.8137760000236, 456.4915224387569, 511.2426947569454, 564.3108252466172, 617.5656016722098, 672.9436694363928, 728.1701816419531, 783.3974901260726, 835.9826576354744, 886.2508385751562, 933.9034046852114, 978.7350259302586, 1020.4774160695636, 1060.4148305905678, 1098.6492385052086, 1135.6156255046405, 1171.352699111696, 1205.9333956086791, 1241.0164711982052, 1274.9845494493468, 1309.2729052625705, 1344.1527762395658, 1378.7791852847872, 1413.7706654438277, 1449.9442135420636, 1486.2566984244484, 1523.2161308131908, 1560.7104195177471, 1598.6964339955186, 1636.914518348118, 1675.3332930408012, 1713.5289888625305, 1751.0862727292558, 1787.8243448977785, 1823.6896375734866, 1858.1664772503689, 1891.7931707449882, 1923.7537267389223, 1954.8468935925314, 1985.6927309938771, 2004.9570865791804]","[4.1816211, 4.17729, 4.1743364000000005, 4.172170599999999, 4.1705565, 4.1691785, 4.1680365, 4.1669731, 4.166146299999999, 4.1653194, 4.1647682, 4.1641383, 4.1636658, 4.1631536]",3223.052744548884
5,0.5,1,25,"[0.0, 23.905577535276393, 62.055274816584415, 99.7979982617735, 139.01611224828298, 180.9145497555694, 227.27678117179198, 281.5364692112745, 339.43136849899497, 397.3811152936835, 453.3854252325949, 507.96854460567204, 561.0469250139216, 614.4868949445921, 668.8879024167496, 724.3744608624535, 779.580250609902, 832.903499270595, 882.8316627675498, 929.770419685928, 974.518360891948, 1016.5923268336543, 1056.5656253328448, 1094.6116758198814, 1131.3816421628726, 1167.1663025965104, 1202.1240359294684, 1236.463617846282, 1271.1398271903918, 1305.4904205299918, 1340.2127374545566, 1374.7968477049067, 1410.062961829552, 1445.5300144956095, 1482.0080318167184, 1519.1689093051868, 1556.59269780455, 1594.578825804977, 1632.8987838047979, 1671.0944843452162, 1709.3575792420638, 1746.9064034955968, 1783.5236500649698, 1819.611690236085, 1854.0126996330969, 1887.0893112527247, 1919.3438695155296, 1950.7047130554784, 1981.3177597756658, 2004.6171347941777]","[4.1816607, 4.177132100000001, 4.174218700000001, 4.172092, 4.170359599999999, 4.1689816, 4.1679182, 4.1668549, 4.166028, 4.165240799999999, 4.1646109, 4.1640592000000005, 4.1634688, 4.163075]",3221.5096697460936
6,0.5,1,25,"[0.0, 33.34920662439254, 71.79392981183821, 109.65548946376714, 148.1562541915374, 190.1209044272308, 236.12655276025635, 289.9194532295812, 348.0593067160819, 405.9103501326607, 461.87624054862124, 516.6661325070343, 570.0425066675667, 622.6194322771404, 677.3600983137986, 732.9819387246899, 787.807072030028, 841.1656927695198, 891.2435038913771, 938.3266828545765, 982.9968160236605, 1024.6519493629057, 1064.8969132421926, 1103.1486401294064, 1139.5845839099702, 1174.9924988928133, 1210.0343346214086, 1244.6506799751269, 1279.245844455284, 1312.8072653317085, 1347.7632477357351, 1382.5670043944924, 1418.158566453008, 1453.595973522456, 1490.0759603851639, 1527.0973393318486, 1564.5810965055098, 1602.2613928904775, 1640.7854052312373, 1679.1167322984074, 1717.2619914138863, 1755.0536259611881, 1791.5132689821398, 1827.2719434576716, 1861.8327312638849, 1894.8523841770157, 1927.0583873467522, 1958.4812966715176, 1988.9025251929297, 2005.559614298571]","[4.1815424, 4.177171700000001, 4.174218700000001, 4.1721315, 4.1703987, 4.1690602, 4.1679578, 4.166894399999999, 4.1661067, 4.1653981, 4.1647286, 4.1641774, 4.1635866, 4.1631145]",3219.192465435523
7,0.5,1,25,"[0.0, 34.42742519365805, 72.48099700491781, 110.33451045397027, 149.21443863827773, 190.54500439499765, 236.1203971873444, 290.265167811976, 348.3516263265994, 406.27945032819883, 462.652393690712, 516.6230671493959, 570.3406147270366, 622.798664102464, 677.258197835009, 732.8615519413474, 786.8657735140521, 840.7940663900617, 890.7123405570612, 938.1965541450209, 982.7164981541889, 1024.5561957337704, 1064.3322512817479, 1102.3905443012231, 1138.9216549453822, 1174.6752077829085, 1209.896183536862, 1244.4674823198302, 1278.5110058474313, 1313.0921999793497, 1347.5067578804267, 1382.3504934488824, 1417.323929213004, 1453.1684771443656, 1489.3109341423858, 1526.0698433578798, 1563.8104394997015, 1601.7657285736782, 1640.0010664741949, 1678.6616200925778, 1716.560096115321, 1754.1883426286258, 1791.0230807298653, 1826.6060968748502, 1860.6825942424825, 1893.6351216007474, 1926.3064957427396, 1957.6521282802246, 1988.1740264864202, 2017.7044366642235]","[4.1816998, 4.1772504, 4.1743760000000005, 4.1722102, 4.170517, 4.1692572, 4.1679578, 4.1670127, 4.166146299999999, 4.1653981, 4.16465, 4.1640592000000005, 4.1635866, 4.1631932]",3216.9079575839587
8,0.5,1,25,"[0.0, 35.50648153124985, 73.66849302805281, 111.65218682487557, 149.8702014379228, 191.1758989167963, 237.1908090049675, 290.3263445666863, 348.7690782146078, 405.9579113185772, 462.5060229453044, 516.8422695822688, 570.5155656039107, 623.5444076497134, 677.4520813942096, 732.8161613012993, 787.8128599668172, 840.2495985006589, 890.6283731107427, 938.0620376533562, 982.5434832977331, 1024.1665378235402, 1064.2005727197038, 1102.1636166595927, 1138.7946795965754, 1174.3532663486349, 1209.5307045653176, 1243.781597145634, 1277.7210387245887, 1312.1952901578534, 1346.936677177584, 1381.764023757842, 1416.8865130494887, 1452.6971794156334, 1489.0360511232202, 1525.792053373602, 1563.013096598418, 1601.2698598407178, 1639.3593607530465, 1677.8515991082763, 1716.0794129513347, 1753.8840761267907, 1790.1817241070803, 1825.972560535472, 1859.8035483810554, 1893.2744230351113, 1925.5343467138505, 1956.7951449178918, 1987.2601554865382, 2004.3085588164613]","[4.1815424, 4.177132100000001, 4.1741791, 4.172052900000001, 4.170319999999999, 4.1690207, 4.1678786, 4.166815799999999, 4.166028, 4.1653585, 4.1645713, 4.1640987, 4.1635079, 4.1632323]",3214.240074384359
9,0.5,1,25,"[0.0, 28.097279749573204, 66.0106165351823, 103.91690078529462, 142.61361350559162, 183.43258739882333, 229.2549005361376, 282.1069195034338, 340.74137961798726, 398.7138043982761, 454.1795866377447, 508.4498995898449, 562.1701464993919, 615.1327190454974, 669.460287256323, 723.9699773540053, 779.0311135912077, 831.6727963041174, 882.0574366867445, 929.4003523782844, 973.7087214283279, 1015.397633872954, 1055.288868504827, 1093.5786390844892, 1130.0740432571681, 1165.6901880075948, 1200.3832324366256, 1234.9855270543392, 1269.1867313893622, 1303.1717577569068, 1337.9306647849774, 1372.6690247260797, 1407.7269225675625, 1443.9017006971244, 1479.8588663464122, 1516.8870937850484, 1554.5029294264975, 1592.4288037552801, 1630.2566758991256, 1668.8568495351706, 1706.9978159054162, 1744.1755409504044, 1780.9930329175859, 1816.7873692876801, 1851.1005346713682, 1883.9466335240736, 1916.2210707621966, 1947.5697778784588, 1977.8698508695293, 2004.1413449405236]","[4.1816211, 4.1772108, 4.174218700000001, 4.172170599999999, 4.1705956, 4.169138899999999, 4.1679969, 4.1669731, 4.1661067, 4.1654377, 4.1646895, 4.164217, 4.1636262, 4.1631932]",3212.682556279567
10,0.5,1,25,"[0.0, 32.808770051053614, 70.99333698216515, 108.65011326061324, 146.99415965012145, 187.8455706796584, 232.5529848754702, 286.1281748723733, 343.9279603527458, 401.83846968353896, 458.7026183090877, 512.5098068598601, 565.8225439377011, 618.7871728778173, 673.0549673104019, 728.148697554934, 782.3021190549673, 835.6761265553616, 885.572868211922, 932.4536692457693, 977.2382334773611, 1018.7861772554309, 1058.8355834698275, 1096.7067241016855, 1133.5895880063786, 1168.8677414846647, 1203.6528353131805, 1237.5985228395957, 1272.4249033929993, 1306.8736813078026, 1340.5705942849795, 1376.0213051320713, 1411.1956051195407, 1446.8379734000628, 1483.1024851583418, 1520.0629088799835, 1557.6176498047114, 1595.4840897074475, 1633.980305827524, 1672.2755673527824, 1710.252030866183, 1747.9381346466619, 1784.3839112020275, 1819.955772506534, 1854.3330928154976, 1887.4989499051715, 1919.4297319422092, 1950.35702714359, 1981.2099470062897, 2003.7978102861855]","[4.1816211, 4.177171700000001, 4.1741395, 4.172052900000001, 4.170319999999999, 4.1690602, 4.1677999, 4.1668549, 4.165949299999999, 4.165240799999999, 4.1646109, 4.1640987, 4.1635866, 4.163075]",3209.841992315538
11,0.5,1,25,"[0.0, 32.21249309907961, 69.70311331101414, 107.40839794248313, 145.7452773501792, 186.49272210554352, 231.570196921258, 284.605911914117, 342.5108690932518, 400.60137090218336, 456.93132229055607, 511.0241710897204, 564.4823491704643, 617.1140097355757, 670.6557336472887, 725.9938047730324, 780.7194177840641, 833.2821736266538, 883.3983684384228, 930.2836451469419, 975.1094629240603, 1016.9170075821079, 1056.7730733151016, 1094.351683959539, 1131.3008254110223, 1166.297303645617, 1201.638415513933, 1235.556351774189, 1270.1848981825965, 1304.0247586685778, 1338.8276123235196, 1373.5861083072655, 1408.621508710005, 1444.2613995238376, 1480.684925922315, 1516.922854316862, 1554.8671740237996, 1593.0862850091721, 1631.1225789295463, 1669.8368777682858, 1707.7838435763192, 1745.3104559749445, 1781.632204308512, 1817.1576299766407, 1851.230123122033, 1884.523545620576, 1916.6147380085076, 1948.0323115955257, 1978.2492909722455, 2003.4585400225142]","[4.181582, 4.177132100000001, 4.1741395, 4.172170599999999, 4.1703987, 4.1689816, 4.1679578, 4.166815799999999, 4.166146299999999, 4.1652799, 4.16465, 4.1641774, 4.1636262, 4.1631145]",3208.0667041006154
12,0.5,1,25,"[0.0, 35.44742336366329, 73.01419430032803, 110.6104560412603, 148.85604349594195, 189.90780678559685, 234.4533323104269, 287.2442717441531, 344.7277670299075, 403.4262376156758, 459.7861678394882, 513.7354702975329, 567.1107110452299, 619.691289722281, 673.4108083607825, 728.5370136238248, 783.1477431703713, 835.3046767672809, 885.4399492154075, 932.595874500294, 977.2024454348136, 1018.8803998668643, 1058.7736096388035, 1096.6593438401578, 1133.0317745618638, 1168.5875092748108, 1203.5923706875903, 1238.0546674516963, 1272.2410885768857, 1306.2225884301804, 1340.5720992709162, 1375.4578603256773, 1410.78818694566, 1446.3414354864005, 1482.5260341297633, 1519.5369854072949, 1557.0509019166082, 1594.8257695440698, 1633.0626631397322, 1671.538446515221, 1709.5155553897225, 1747.120042403974, 1783.277399141973, 1818.9329623310805, 1853.6726244197512, 1886.40923242084, 1918.5287404404799, 1949.5608042693766, 1980.027624334723, 2003.5194553312176]","[4.1814637, 4.177132100000001, 4.174218700000001, 4.172013300000001, 4.1703987, 4.1690602, 4.1677999, 4.166934, 4.165988899999999, 4.1652799, 4.1646895, 4.1640987, 4.1636262, 4.1631145]",3206.062299783666
13,0.5,1,25,"[0.0, 28.77457365274313, 66.59872638858519, 104.16490450824563, 142.47490860073015, 182.62456938257787, 227.66145377976875, 279.6392588022545, 338.20607415871757, 395.90090682453683, 452.368793465969, 506.72148718846745, 559.3037811154222, 612.1191977330315, 665.6875945330131, 720.3343792319671, 775.0639155256275, 827.3781423455304, 877.8015287883524, 924.9846915231614, 969.4824467975337, 1010.7656787716338, 1050.5648749008792, 1088.6749514981684, 1125.0055629847852, 1161.0126591567664, 1195.4219834656446, 1229.849673503425, 1264.4468147968823, 1298.6701056510979, 1332.6591397769812, 1367.4630828673653, 1402.59694477226, 1438.4917665999455, 1474.5672309017154, 1511.4064856302161, 1548.9705086681215, 1586.5473877276518, 1625.2872189781938, 1663.6131926136895, 1701.6078808316265, 1738.724205342216, 1775.6121270414287, 1811.0637767801154, 1845.3835122012401, 1878.1800319321328, 1910.5931687613588, 1941.5633726634778, 1972.024356154313, 1990.05843487298]","[4.181385, 4.177093, 4.1741395, 4.1719346, 4.1702809, 4.1690602, 4.1677999, 4.166815799999999, 4.165988899999999, 4.165240799999999, 4.1644926, 4.1640592000000005, 4.1634293, 4.1629567000000005]",3203.379565755208
14,0.5,1,25,"[0.0, 28.616431435707796, 65.86048068068436, 103.38832725203457, 141.61989536511322, 182.10508048729042, 226.2439331951528, 278.5203965744939, 336.0506934603332, 394.32963097241435, 451.5971450517125, 505.4701208390372, 558.4831136247426, 611.1784069895434, 663.8999129157316, 718.5479691393246, 773.7733979900001, 826.2629034270865, 876.0020212038221, 923.2408403970471, 967.5386986056783, 1009.2534021248687, 1049.4479343473183, 1086.7527193848755, 1123.5428090515397, 1159.0723851029875, 1193.7341636975511, 1228.1519995965548, 1262.1108477070436, 1296.3765114259252, 1330.7039702902578, 1365.2925954120672, 1400.6245156415184, 1436.238134667839, 1472.6701100061555, 1509.500208663546, 1546.8005725648989, 1585.06912572767, 1623.0008743098456, 1661.7805818595343, 1699.2751498420794, 1736.8856748049234, 1773.4135209329393, 1809.0991207599295, 1843.0736582733134, 1875.970223193527, 1908.11704380025, 1939.136457145376, 1969.7354515640077, 1989.637041763373]","[4.1813455, 4.1769748, 4.1741791, 4.1719742, 4.1702414, 4.1688633, 4.1677608, 4.166815799999999, 4.1659102, 4.1652012, 4.1645713, 4.1640201, 4.1634688, 4.1629963]",3200.698141002877
