Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 25.79586085690812, 61.63612948104105, 98.84289168860369, 138.34906476383935, 180.66114638792362, 228.47082070311023, 283.29139818849626, 342.2774741245729, 403.5179189686712, 462.1295152051323, 518.9854578213046, 574.44213988347, 626.6783661675252, 677.9407423949965, 728.2906012109709, 778.2050050856844, 826.2905396551034, 871.6162525629438, 914.708358407948, 955.8586149630003, 995.4936012098913, 1033.2906187638343, 1070.2918160835397, 1106.880827735016, 1142.9199058554605, 1179.2122818783055, 1215.296167314481, 1252.1131961968094, 1288.9491016037678, 1326.9212355794068, 1365.3822259582248, 1404.6719807104787, 1444.1658886056116, 1485.2850793797074, 1526.548959364135, 1567.7364222366627, 1608.846551275497, 1649.407022033522, 1688.6379058644875, 1726.203934959663, 1762.3926008025483, 1797.265383866255, 1830.2528760919936, 1862.5051118402216, 1893.778958119909, 1924.6215848641255, 1954.9688843717558, 1985.759170482172, 2002.5392421365018]","[4.1863928, 4.1834788, 4.1813521, 4.1798558, 4.1786351, 4.1775718, 4.1768236000000005, 4.1762724, 4.1754851, 4.1749334000000005, 4.1745791, 4.1741853, 4.1737914, 4.173358400000001]",3295.736199531249
3,0.5,1,45,"[0.0, 35.541722036793544, 72.01676697413518, 109.38726477683304, 148.62663719971283, 191.2017637319608, 238.061253258306, 292.38550541323775, 351.36478955151256, 412.2187024806859, 471.0254301192489, 528.2253560035521, 583.4514642189612, 635.552095561617, 686.4485278227631, 736.8747177623333, 786.119135245032, 834.1711998244165, 879.5699604342796, 922.5069463165672, 962.9901923742171, 1002.8787166415751, 1040.6902973119486, 1077.4750054955562, 1114.1321926850515, 1150.1383911109724, 1185.926603276223, 1222.5385844167095, 1258.987434392157, 1296.1655092626752, 1333.6713666515338, 1372.466414783285, 1411.4365899602444, 1450.8658408015913, 1491.9609151741975, 1533.097726402059, 1574.5066173864707, 1615.510424633073, 1656.2306491196823, 1695.0978646890517, 1732.7323076395396, 1769.2516325474508, 1803.596331464682, 1837.0098000033067, 1868.8270094694717, 1900.038470184381, 1930.761595059802, 1961.3355278896265, 1991.6703959687761, 2016.3979344283725]","[4.186353700000001, 4.1834002, 4.181470399999999, 4.179738, 4.1785169, 4.1775327, 4.1768236000000005, 4.1761541, 4.175288200000001, 4.1750126000000005, 4.17454, 4.1741462, 4.1737127, 4.173398000000001]",3290.394975925836
4,0.5,1,45,"[0.0, 26.592546141592038, 63.295144861281074, 99.63806072385, 139.5872335760016, 181.75907445197618, 228.78534202564288, 283.0295095497379, 342.1431838137471, 402.61891168070065, 461.52809724326426, 517.499545174207, 573.0308591265939, 625.2572114270235, 675.8887367423724, 726.7501794279256, 775.7953272571167, 823.6123119585632, 868.8014879178677, 911.4147634752574, 952.6494121171993, 992.2760154810296, 1029.588656347496, 1066.3325961214766, 1103.1323766090043, 1139.266081880332, 1174.9296442150323, 1211.5862257655122, 1247.455097045756, 1285.0673630903207, 1322.5337965588506, 1360.7101577086733, 1399.8222608420397, 1440.0317601738793, 1480.9440718657584, 1521.6734572186128, 1563.5001851737566, 1604.7758509155851, 1644.975602160223, 1683.913527725882, 1721.4760203728074, 1757.6820078293376, 1792.0533139807258, 1825.2818611064113, 1857.389931539779, 1888.9354548285373, 1919.5346689097555, 1950.0477247697381, 1980.288501090216, 2003.1343558603262]","[4.186353700000001, 4.1834002, 4.18151, 4.1799741, 4.1787534, 4.1778479, 4.1769419, 4.176115, 4.1756816, 4.1750913, 4.17454, 4.1741066, 4.1739097, 4.1734767]",3285.685093344997
5,0.5,1,45,"[0.0, 22.697176996054168, 59.087125547596656, 95.36813502681878, 134.5005397706475, 176.57875118955428, 222.80973611777563, 276.9908114998102, 335.95974797205895, 396.3739329618646, 456.367919933478, 513.2978319045714, 567.447557307576, 619.7380500945477, 670.3727760067651, 720.6054887640381, 769.4188411622216, 817.1195854013932, 862.4650482832009, 904.3363425321239, 946.480116217508, 985.3268913755977, 1022.8908584693075, 1060.043032274898, 1095.9161700906466, 1132.004955073387, 1167.7232459287175, 1204.3090481020176, 1240.6591443645202, 1277.6581014442818, 1315.4190665149868, 1353.9560366638775, 1393.2007040538642, 1432.9495981761438, 1473.747878226503, 1515.4413357249618, 1556.855949874403, 1598.049580079431, 1637.9815546038558, 1677.158173213576, 1714.804653294706, 1751.1123070317021, 1785.217905728358, 1818.4844611624303, 1850.3793025952345, 1881.7412332533672, 1912.3197614232668, 1942.7627295242455, 1973.0820485908612, 2001.8418719514293]","[4.1864324, 4.1834002, 4.181312999999999, 4.1797771, 4.1785169, 4.1776509, 4.1768236000000005, 4.176193700000001, 4.1755638, 4.1750517, 4.1746578, 4.1740675000000005, 4.173595, 4.1734767]",3280.348562513695
6,0.5,1,45,"[0.0, 29.685678724437594, 66.33253033098822, 102.50252861307115, 142.1853054031152, 184.00965097897392, 229.75098776194045, 283.3613830087734, 342.7125923790878, 402.96139031028997, 462.1446464970479, 519.3960079976453, 573.8999583595914, 625.3267501831381, 676.9253831799924, 726.5254606924907, 775.5340111782059, 823.4612829810321, 868.336724823216, 911.0401483585224, 951.7110900487885, 990.2614052246931, 1028.2678315689593, 1064.9950592679706, 1101.5743941898606, 1137.302481305671, 1173.4405978096804, 1208.987143880583, 1245.7368067236114, 1283.1710879764396, 1320.8426395164065, 1358.8446794618608, 1397.7711104599393, 1438.0638670539909, 1478.5092398883605, 1520.1937272526518, 1561.3275913984855, 1602.6388916510366, 1642.9135453019169, 1681.9129116224328, 1719.8907756733627, 1755.7688288863108, 1789.9984540968674, 1822.981580486439, 1855.0817488321925, 1886.5381936467918, 1917.0418667678757, 1947.4554555800557, 1977.8167295655082, 2001.437145590956]","[4.1863928, 4.1833215, 4.1813917, 4.1798167, 4.1786351, 4.1776114, 4.1766663, 4.1760755, 4.1755242, 4.1749334000000005, 4.1744218, 4.1739492, 4.173673600000001, 4.173398000000001]",3275.643134331728
7,0.5,1,45,"[0.0, 27.08061190068213, 63.32744567517648, 99.3437867671247, 138.78516344565594, 180.65292013203714, 226.2759521913464, 280.0409215360514, 338.566334666755, 398.801577152297, 457.27570241591513, 515.1120330432608, 569.4819718890859, 621.3784411005644, 672.8729989429238, 722.4233073804502, 771.2339353708727, 818.6639522094011, 863.4963778217779, 906.3809639700281, 946.8761709997856, 985.5157118561768, 1023.1797109149567, 1060.0775495478615, 1096.081993184478, 1132.3301287110125, 1167.9790794977566, 1204.3237811147874, 1240.7942744937354, 1277.5062752514277, 1315.379635136369, 1353.488890361953, 1392.893762827281, 1432.4406717644843, 1473.9036653952917, 1514.9265687573925, 1556.2251446660844, 1597.2766927265989, 1637.7647195781078, 1677.0217985759673, 1714.3062018534015, 1750.5060202827312, 1784.9026808753251, 1817.9068225976785, 1849.9481875858855, 1881.1834240218814, 1911.8821064908047, 1942.0340011660978, 1972.3675553228718, 2001.3946895012068]","[4.1862354, 4.1833606, 4.1813521, 4.1797771, 4.1785169, 4.1776509, 4.1768632000000006, 4.1759577000000005, 4.1755242, 4.1751304, 4.1744218, 4.1742249, 4.1737127, 4.1732798]",3271.057229448919
8,0.5,1,45,"[0.0, 36.09176607075551, 72.92644511109359, 108.85493711141339, 148.27191429157085, 189.05634687143538, 235.36022213156616, 288.152334235631, 347.4128414154461, 407.1508117664905, 466.5919448905563, 523.5010568553193, 577.7752401687444, 630.0935108922467, 680.6765513648747, 730.2277692996875, 779.0574676173173, 825.9358536081434, 871.389531648281, 913.6432047951716, 954.5354482857583, 993.2873232893437, 1031.0363981974272, 1067.7247798729827, 1103.7162487253513, 1139.5766442425627, 1175.9050769149765, 1211.952007469138, 1248.1828673010891, 1285.1196780632204, 1322.8021538764133, 1360.9130424344207, 1400.538541022909, 1439.882649370952, 1480.7106931041722, 1522.1150098619628, 1563.343048944147, 1604.6520290397025, 1645.1586231602278, 1684.2029290479977, 1722.1122525158303, 1758.047198629743, 1792.3676946340033, 1825.561774445639, 1857.3509043830127, 1888.5766155786405, 1919.0468642984697, 1949.3378916186375, 1979.6730161848054, 2001.8160052339676]","[4.186314100000001, 4.1834002, 4.181312999999999, 4.1798167, 4.1785169, 4.1774931, 4.1767449, 4.1760364, 4.1755638, 4.1748157, 4.17454, 4.1740279000000005, 4.1737914, 4.173358400000001]",3266.1884120901145
9,0.5,1,45,"[0.0, 30.922009911222517, 66.94336892002696, 103.33067528391814, 142.41534189528284, 184.12183143665573, 229.81356762248663, 282.11923476982054, 340.6094949106922, 401.10646518543683, 460.02635173377007, 517.3093857935021, 571.9259931549036, 624.1868713692406, 674.2723893504585, 723.7800746022401, 772.8759263782297, 819.4629572805222, 864.1900225636564, 907.2712962457304, 947.5497893991799, 986.4035812265486, 1024.1966562927596, 1060.474765559456, 1096.8566759004161, 1132.5466751089637, 1169.0874124928564, 1204.6041626247097, 1240.7898568242215, 1277.8498954216009, 1315.249911063615, 1354.3345682320178, 1392.63047145149, 1432.5308660452738, 1473.3625074931392, 1515.2728451876246, 1556.0461333299363, 1597.100639597964, 1638.10605808532, 1676.6531035161752, 1714.5025653153066, 1750.5047689705389, 1785.0503061837176, 1817.7973052071575, 1849.7784520718074, 1880.9293207305386, 1911.4179669746254, 1941.724189037036, 1971.800267855434, 2000.3905346381957]","[4.1863928, 4.1833215, 4.1813917, 4.179619799999999, 4.1785564, 4.1775718, 4.1767845, 4.1760364, 4.175406, 4.1748943, 4.1745005, 4.1741066, 4.1736341, 4.1735158]",3261.174272160781
10,0.5,1,45,"[0.0, 24.98250822051125, 60.92630466211972, 96.57125423455875, 135.76173466752516, 177.09316008910378, 222.53698541446397, 275.77605681766, 333.20850374170027, 393.3445019350603, 452.30394307261895, 509.47054326273746, 564.572273052609, 616.372971666719, 667.2030750310034, 716.6297079713108, 765.4533460879322, 812.1489257376516, 856.5012514887576, 899.2107751521532, 939.3893356482129, 978.2601766144121, 1015.9919107892649, 1052.063242572189, 1088.2188887098703, 1124.5765177070825, 1160.6014137111042, 1196.0878664500565, 1232.4398360242935, 1269.7807355897785, 1306.8735033304365, 1344.8916731081122, 1384.4793717899006, 1424.4612218648392, 1465.0249431396876, 1506.180282191652, 1547.6644636171347, 1588.9924135774147, 1629.1440469844763, 1668.3530009646386, 1706.195388575269, 1742.067028881923, 1775.9594439551217, 1808.9627481710575, 1841.0383745824918, 1872.2929633397582, 1902.820754771835, 1932.8955985160667, 1963.2604197520916, 1985.8140819312205]","[4.186274500000001, 4.1834002, 4.1812344, 4.179738, 4.1785564, 4.1775327, 4.1767058, 4.1760364, 4.1753669, 4.1748157, 4.174343100000001, 4.1739883, 4.173595, 4.1732402]",3256.534669973415
11,0.5,1,45,"[0.0, 35.10438775499574, 70.89389791560791, 106.80895712616075, 145.34531726917817, 186.74891000890898, 232.11275484098883, 284.9170021538283, 342.98032294544726, 403.2763311285978, 462.5511915191986, 518.9633814659068, 572.8006911520735, 625.9707108326353, 675.4711237827142, 725.0584374173428, 773.580482786641, 820.3888041036624, 865.2914358264617, 907.909680611354, 947.7610299751972, 986.3655247156274, 1023.7693123341479, 1060.9169299595646, 1096.5505109925803, 1132.4390193308413, 1168.4108784389991, 1203.879772647606, 1240.864827571947, 1277.549839268404, 1315.4251226189745, 1353.4253157530743, 1392.4070706470834, 1432.9791598009942, 1472.5803117741675, 1514.2391717759633, 1556.0949547863333, 1596.9606175035137, 1637.451222596248, 1676.4381036678433, 1714.0828669154498, 1750.6127512649573, 1784.6296110832081, 1817.5030746103394, 1849.1802379109, 1880.1199894601195, 1910.7880521150942, 1941.0490095444034, 1971.2968326366881, 1999.9325856034338]","[4.1863928, 4.1834002, 4.1812344, 4.179738, 4.1785169, 4.1774931, 4.1766663, 4.176115, 4.175406, 4.1749334000000005, 4.1745791, 4.1739883, 4.173595, 4.1733189]",3252.412157893067
