Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 29.63643682322987, 69.56582179019904, 108.67155301400658, 148.07408777542537, 189.30810704979058, 235.25403007173622, 286.8976239301252, 343.4351680432195, 401.3187105305824, 457.1665990722229, 511.43974998214287, 564.8939645813281, 617.0443531206967, 670.4670688740904, 724.3094573008528, 776.9118543968187, 829.0777355519818, 878.5158573536679, 925.3863491458022, 969.7330186593491, 1011.0586276307923, 1051.083943734403, 1088.947482191526, 1125.7362761199051, 1161.5352542925716, 1196.5002763813222, 1231.3867064462966, 1265.9860954304409, 1300.1807679243443, 1334.9496018632449, 1370.1792768289365, 1405.813318653341, 1442.2697500694094, 1479.0973020980537, 1516.887206913464, 1554.3874505468775, 1593.3675927240347, 1632.3613849655912, 1671.3537676787014, 1709.7435497264942, 1748.4468082097437, 1785.0884094599492, 1821.4240017348252, 1856.281200162991, 1889.1610157265277, 1921.6472788642677, 1953.2188910533323, 1984.289524364463, 2008.8733178506163]","[4.182909, 4.1785393, 4.175783200000001, 4.173933, 4.1718855, 4.1706653, 4.1695628, 4.1684604, 4.1676731, 4.166925, 4.1660981, 4.1657043, 4.1650743, 4.1646023]",3181.588122906495
3,0.5,1,25,"[0.0, 24.850217016548527, 63.45081366932561, 102.8484950328401, 142.0127498828898, 183.65034148627376, 228.3587404157238, 279.8171689252407, 336.5270370942286, 394.13827877606786, 451.4649865295736, 505.13162117620027, 558.2024803605855, 610.6210527424963, 663.7402002555895, 716.8121781529147, 770.1370153834256, 821.7496300250215, 870.8450765202307, 918.0139370791834, 962.0583355106179, 1003.8589489948725, 1042.9611888334093, 1081.164366730808, 1117.9045013256314, 1154.157987945663, 1189.143029937994, 1223.8855209098133, 1258.3557035998374, 1293.2854906320995, 1327.7551902493433, 1363.1875480907465, 1398.4950848053536, 1434.8827083408382, 1471.6969150365976, 1509.0866982736484, 1547.6375211869945, 1586.2827671181421, 1624.9922848381393, 1664.0260292478015, 1702.4239256217847, 1740.4992320747688, 1778.0553001957906, 1813.9147298620278, 1848.2034885101589, 1881.6350362248872, 1914.1337067375603, 1945.4728857005098, 1976.5032161838335, 2006.4936174448653]","[4.182673, 4.1784606, 4.1756258, 4.1736178, 4.1718855, 4.1705074, 4.1693263, 4.168303, 4.1675549, 4.1668067, 4.1661377, 4.1655078, 4.1649566, 4.1643658]",3179.5941407172304
4,0.5,1,25,"[0.0, 31.167223993318828, 69.58964176325003, 108.2698904389149, 147.51938010412061, 189.30952251183794, 233.8800830979435, 284.56217134639155, 341.19492409294196, 399.64454480275606, 455.7119217608455, 510.505047028465, 562.9450625900872, 615.4829840376652, 667.8802429399974, 721.4642587307579, 774.5293860301389, 826.0227309262995, 875.5836427610246, 922.408208042336, 966.637152787405, 1008.206966892793, 1048.0170672239651, 1085.9590183535483, 1122.5257620568614, 1158.4334458551903, 1193.1283669752384, 1228.102811578407, 1262.5195051644882, 1297.2228838686501, 1331.6297249916997, 1367.1442498146598, 1402.353217133029, 1438.4774320620231, 1475.4438112626567, 1513.1759915150997, 1551.2535491009103, 1590.0828612852365, 1628.5169133722766, 1667.854153653409, 1706.461980993981, 1744.945531455864, 1781.8442982025458, 1817.8820147694728, 1852.6710843869128, 1885.6751973379123, 1918.3722822012028, 1949.7305331620141, 1980.2643312499995, 2006.557657902019]","[4.1827912000000005, 4.1784606, 4.1755862, 4.1734996, 4.1718068, 4.1705861, 4.1692476, 4.1684208, 4.1673579, 4.1666889, 4.1661377, 4.1655078, 4.1650743, 4.1644444]",3177.3410129223635
5,0.5,1,25,"[0.0, 32.07798645788074, 70.42978389345723, 109.02286258101714, 147.97852068465323, 189.0370470184867, 233.55604216066723, 284.3728613792197, 340.9900483957811, 399.24462417985325, 455.4538815528237, 509.58056586232755, 563.1067706191707, 615.2996900340293, 667.7033914711669, 720.2549136723883, 773.9608503481454, 825.2912632452319, 874.5397285823469, 921.505997931818, 965.3976242221556, 1006.4691698544227, 1046.9998823268843, 1084.164525891553, 1120.67658403907, 1156.48596419706, 1191.5608925887918, 1226.3104627965065, 1260.7362661170464, 1295.3786834607308, 1330.3617644377123, 1365.3911192160726, 1401.1386298735679, 1437.250245585463, 1473.4954656678767, 1511.6463993519671, 1549.5213979137657, 1588.2339012080313, 1627.505243759222, 1666.6617621478265, 1705.0571735391438, 1743.0839165341906, 1780.2982169866002, 1816.2900936311287, 1850.4142516394143, 1883.6783263751006, 1915.9678693732346, 1947.4127863967121, 1978.5413547690948, 2007.3293987524405]","[4.182673, 4.1785393, 4.1755862, 4.1735783, 4.1719251, 4.1706257, 4.1694055, 4.168303, 4.1675549, 4.1667676, 4.1660981, 4.1654682, 4.165153, 4.1646023]",3174.739073065185
6,0.5,1,25,"[0.0, 31.62194854422114, 69.61721615476046, 108.30094702025809, 147.51291315863767, 188.99322183412295, 232.90628609123695, 283.69209964613316, 340.331455294151, 397.99023962991015, 455.3189846486227, 509.6932384044689, 562.3912955076855, 614.6037727979285, 666.2807155476175, 719.8577853459992, 773.0081905113734, 823.9142325807459, 873.7629283959029, 919.9364593930818, 964.1540071798131, 1005.864630661308, 1045.5517026138245, 1083.5116455555774, 1120.157637120721, 1155.6409309426267, 1190.3224403290621, 1225.4191944800964, 1259.9961450416704, 1294.2468617987124, 1329.2024234679773, 1364.2046526983743, 1399.9295729734222, 1435.8369943921346, 1472.771027231846, 1510.2353258200967, 1548.1416678833848, 1587.238502764465, 1625.8425650271452, 1665.1432435086513, 1703.1673275486232, 1741.5349904593031, 1779.0456075671696, 1814.7908186838272, 1849.16668176155, 1882.5044912386925, 1914.2623653107657, 1945.6885355822506, 1976.3226002427955, 1993.6399350080706]","[4.1826334, 4.178499700000001, 4.1756649, 4.1737361, 4.1719251, 4.1704683, 4.1696019, 4.1683421, 4.1675153, 4.1667676, 4.1661377, 4.1656256, 4.1650743, 4.1645627]",3172.1870073322243
7,0.5,1,25,"[0.0, 36.76622106311288, 75.13370256771674, 113.12585709735964, 151.83380112004505, 192.76333366877265, 237.66562484976026, 287.4693465474109, 343.8122571344772, 402.24105480123586, 458.41046096007466, 513.5624681179174, 566.3479986687707, 618.3449088830648, 670.4590930255324, 723.5374005546619, 776.4089528507964, 828.4042125578526, 877.6541886036348, 924.5107704696529, 968.1257402456308, 1009.9764231160034, 1049.1640309296708, 1087.0142867875568, 1123.3183702384863, 1159.3792222317327, 1194.5057012230454, 1228.956126927415, 1263.613021314545, 1298.2308340788481, 1332.9319105960797, 1367.8301365537711, 1403.535496709058, 1439.6059775371698, 1475.772409365579, 1513.6701803641126, 1552.1636545460462, 1590.678920057503, 1629.2373923016316, 1668.725983102844, 1706.9081590567253, 1744.966979201025, 1782.1109479019092, 1817.8024764348534, 1851.9446058779831, 1885.5633076869262, 1917.5208175035564, 1949.0210792038583, 1979.8239036986583, 2006.1381142953137]","[4.1828303, 4.1785393, 4.1756649, 4.1735392, 4.1718855, 4.1705074, 4.1693263, 4.1684604, 4.1675944, 4.1668463, 4.1661377, 4.1657043, 4.165153, 4.164681]",3169.349766336538
8,0.5,1,25,"[0.0, 35.292259619214576, 73.25641854743662, 111.50860860078546, 150.60173613075528, 190.92536692306385, 234.0757843851627, 285.2777238616743, 341.25375378272736, 399.4864849373437, 456.1444768599947, 511.0444596123806, 563.9917165991918, 615.6664396621968, 668.2510450817583, 720.4449476115828, 773.7548585556947, 824.8751252968827, 874.0623155668679, 920.9300866090405, 964.5540915511308, 1006.8593101204112, 1046.0436941218024, 1084.073289694194, 1120.8142469340214, 1156.3214557612987, 1191.3502568069416, 1226.3225751395653, 1260.5949963834248, 1294.7195980234847, 1329.9687232666274, 1364.5708460299388, 1400.5265564666984, 1436.6355725685362, 1473.5181265811966, 1510.8655373803688, 1549.0018479994903, 1587.6427955526576, 1626.7215779496933, 1665.7052113030195, 1704.1550133075189, 1742.2202590910351, 1779.5251641425953, 1814.8000015661246, 1849.0363961483495, 1882.3674735979753, 1914.741189057775, 1946.0383220676636, 1976.8635968183125, 2005.9044895393195]","[4.1826334, 4.178421, 4.1756258, 4.1734605, 4.1717672, 4.170311, 4.1693263, 4.1684604, 4.1675549, 4.1667676, 4.1661377, 4.1655078, 4.1649957, 4.1645231]",3166.051148702259
9,0.5,1,25,"[0.0, 25.006736283886426, 62.728416715727576, 101.46950515328535, 139.7401073625481, 180.22328447049756, 223.8831296053844, 274.6084106553865, 329.9048199010198, 388.5775329587249, 444.69889437139557, 499.3833228791558, 552.6209585341506, 604.6096750574997, 656.0697509934108, 708.8108848969138, 761.7667576169418, 812.772823383118, 862.7026106247482, 909.2465439321262, 953.7459156817762, 995.0613388899809, 1033.9902993689225, 1072.3218517649607, 1108.7481863250405, 1144.6208331571338, 1178.950990960128, 1213.8338095710524, 1248.482987193483, 1282.8311597227716, 1317.6772328883467, 1352.7478634931472, 1388.237473362477, 1424.2369547307812, 1460.9256384715231, 1498.6864707027162, 1537.056249791939, 1575.5761542210407, 1614.905712300082, 1653.93911121687, 1692.4861812712415, 1730.4647626542087, 1767.2467000983966, 1803.3698342719936, 1837.857172063339, 1871.0530650896544, 1902.6955163067319, 1934.21490883269, 1964.8172325419805, 1992.1271613994682]","[4.1824369, 4.1782637000000005, 4.1755075, 4.1734605, 4.1717281, 4.1704288, 4.1692476, 4.1682634, 4.1675549, 4.1666889, 4.1663342000000005, 4.1655078, 4.1650743, 4.1646023]",3162.929222781982
10,0.5,1,25,"[0.0, 35.204607212336384, 72.58338686319314, 110.42736162072379, 149.1656139610393, 189.61040271246486, 233.0738561258937, 282.92983844545506, 338.67192619644436, 396.876788476893, 454.0673787663545, 508.0788285488775, 561.0962362731723, 612.4683288094917, 664.806342950208, 717.894192183603, 770.402107319387, 821.7095752236077, 871.0512632990229, 918.4671924071246, 961.5621632074268, 1003.8390689489682, 1043.051513608772, 1080.7177701522692, 1117.2408484660364, 1152.893247357506, 1187.7863904235237, 1222.4395498055537, 1256.5709804947146, 1290.9126577143766, 1325.2293992815712, 1361.0513576543221, 1396.3906969738914, 1432.945524431752, 1469.6935319920321, 1506.9735883336439, 1545.145857378242, 1583.960605904224, 1622.9065950736372, 1661.2487115130775, 1700.159923031732, 1738.214821032274, 1775.2847137963486, 1810.9108275057088, 1845.2884700811296, 1878.161597631145, 1910.5542135054184, 1941.7723419269114, 1972.63540983351, 1991.6026509809685]","[4.1825156, 4.1782241, 4.1753893, 4.1733818, 4.1715708, 4.1702714, 4.169129799999999, 4.1683421, 4.1674762, 4.1666889, 4.1660981, 4.1653895, 4.1650352, 4.1643267]",3159.94111730062
11,0.5,1,25,"[0.0, 23.52343150893705, 60.83730733770494, 99.49941199061686, 137.67024386796334, 177.63017299765897, 221.5868890353894, 271.1526238534939, 327.0680178357296, 385.44372639873814, 442.1800880036642, 497.00010824455217, 549.4639421442437, 601.9146272515646, 653.3990389932213, 705.3254193894935, 758.5781167707422, 809.5756147776968, 858.8813460458772, 906.1394074498575, 949.2052192572697, 990.5904910225505, 1030.3489009820414, 1068.2943618311097, 1104.7318397064482, 1140.4638834350917, 1175.093807458405, 1209.287812269732, 1243.9294819726038, 1278.5725570576965, 1313.0852723658486, 1348.2459508179131, 1383.9309712700078, 1420.006001900489, 1456.3444339210519, 1493.9349760566138, 1532.0460642885546, 1570.9300598157101, 1609.627594037608, 1648.819697912019, 1687.217913863953, 1725.0296466670043, 1761.8726856432272, 1797.815817682756, 1832.0057382593268, 1864.7315369143648, 1897.6878950112978, 1928.4047295237278, 1958.770614445959, 1977.2306744751654]","[4.1825943, 4.1783028, 4.1754289, 4.1734605, 4.1717281, 4.1703897, 4.1692872, 4.1682634, 4.1675549, 4.1666889, 4.1661377, 4.1656651, 4.1650352, 4.164484]",3157.2567243631984
