Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 26.327804473381207, 61.73927759749438, 100.38682463330213, 141.86020688692213, 187.1888816676584, 239.8300279798451, 299.55431580758955, 360.90664256506307, 420.6877341002154, 479.78524897999534, 535.9903539038761, 590.451525525813, 644.0412629070528, 698.0533968404333, 751.2549520719245, 803.41111720733, 853.251062937762, 900.5012295201469, 944.2767646061003, 985.9528498151329, 1025.6165700455267, 1063.018000586957, 1100.7673408909268, 1137.5141566530292, 1173.5072733756065, 1209.2498430932428, 1245.8668969356636, 1282.2323899061344, 1319.4265423642164, 1356.6036696212395, 1395.0610080743945, 1434.1145307692182, 1473.7266183390502, 1514.219874079657, 1555.0932850654635, 1596.445778964795, 1637.7877378689432, 1678.0439491277612, 1717.0292103151814, 1754.9120958792155, 1791.672403974217, 1826.299247480909, 1859.4767764693784, 1891.5809824060561, 1923.1991652834708, 1954.0675742767698, 1984.427222093012, 2015.0675733875473, 2043.9359131129277]","[4.1862659, 4.183116, 4.1811075, 4.179729, 4.1784296, 4.1773267, 4.1765394, 4.175948600000001, 4.1752005, 4.1748066, 4.1741371, 4.1735859, 4.1734676, 4.1730738]",3335.872042349853
3,0.5,1,45,"[0.0, 29.586035699671697, 64.95917664870012, 103.33075203578119, 145.03904012148928, 189.36195727252527, 241.48493392129603, 301.14214694387977, 362.8675028663225, 423.11741336580997, 482.1143713696084, 538.481683316383, 592.8920132187064, 645.9332768737082, 700.3212583860669, 752.7918258032558, 805.3067254040278, 854.9059247554211, 901.3741634119509, 945.1952967924141, 986.7699053813848, 1026.714465496777, 1065.0400097623187, 1101.770863949535, 1138.0217840063042, 1174.5945319442362, 1210.3638884360098, 1246.5748304642793, 1283.4480789511967, 1319.8676206377504, 1357.4548255305913, 1395.36420419742, 1434.7611377062844, 1474.529607496529, 1514.7562025551247, 1555.8286906843264, 1597.4058414840674, 1638.4133762205838, 1678.5615965655415, 1718.4588579860765, 1755.5869164670266, 1792.264889633167, 1826.5331874939798, 1860.1069466042713, 1892.2156156371302, 1923.621398726813, 1954.446071472492, 1984.8523600048297, 2015.103029322032, 2044.0362714880375]","[4.1860299, 4.183036799999999, 4.1811862, 4.1796503, 4.1782718, 4.1774449, 4.1763425000000005, 4.1757121, 4.1752005, 4.1748066, 4.174334, 4.1738615, 4.1734676, 4.1729951000000005]",3332.308874659018
4,0.5,1,45,"[0.0, 27.878455772803022, 63.7614196974331, 101.66741405697815, 142.7719647550996, 187.12706921051893, 239.17974516431104, 298.64281021510294, 360.46325407660413, 421.2000685879059, 479.04315657141024, 535.5758295946473, 590.5803917109922, 643.9622396737616, 697.4274706029987, 750.108515274097, 802.3770017473362, 851.5825699681473, 898.1423653226809, 941.8337161339625, 983.7215103597855, 1023.198960803609, 1061.5823433053558, 1098.0245195461168, 1134.5037097693591, 1170.798426162502, 1206.3889430901233, 1242.6436231195237, 1279.5398547131804, 1316.4278694810657, 1353.876494656156, 1391.626322941097, 1430.6390065021235, 1470.4163394806053, 1511.1219432412247, 1551.9086781581084, 1593.151908479669, 1634.3102643711452, 1674.4853483379322, 1714.2415606672719, 1751.551582855381, 1788.0000521868458, 1823.1927687001737, 1856.3964662035698, 1888.0600023331683, 1919.6061677386585, 1950.2711981092764, 1980.7392097679237, 2010.899099667134, 2028.7598326503492]","[4.1862268, 4.1831946, 4.1811466, 4.1795321, 4.1783509, 4.1774058, 4.176578500000001, 4.1757517, 4.1752791, 4.174727900000001, 4.1742158, 4.1736646, 4.1733494, 4.1731133]",3328.007197882214
5,0.5,1,45,"[0.0, 24.56380100255251, 60.1378027880088, 98.19681628008448, 138.68044478747277, 183.61393397146412, 235.10745617864313, 294.2396342728414, 355.8748880357564, 416.3611648097832, 475.05911474049446, 531.7108668508414, 586.0326004330728, 639.2120324400383, 692.7542761550934, 744.9800676772371, 797.1567129324839, 846.1169035364104, 893.0555685164194, 937.0087052170644, 978.4695356578628, 1017.6905326636466, 1055.6818070177806, 1093.077503970403, 1129.1239302401327, 1165.297279431029, 1201.363415229168, 1237.2458811303477, 1273.8881793840774, 1310.3620988016683, 1348.2806945871857, 1386.1375765570683, 1425.2239798155442, 1464.669183832913, 1505.1021179980503, 1546.132357597885, 1587.7959318202738, 1628.5539375752264, 1668.7032537547357, 1708.303743587, 1745.896110149538, 1782.2113886691209, 1817.21922655241, 1850.5604063209885, 1882.4095118583773, 1913.6426530939966, 1944.432794468717, 1974.5611683512234, 2005.0028851545449, 2028.9984030095056]","[4.186148200000001, 4.1829977, 4.1810284, 4.1794534, 4.1782718, 4.1772480000000005, 4.176460700000001, 4.1757517, 4.1751218, 4.1746492, 4.1742554, 4.1736646, 4.1732707, 4.1729951000000005]",3323.5179894616717
6,0.5,1,45,"[0.0, 31.27909453564064, 66.34454921240376, 103.65941565810954, 145.07102022626634, 189.7149759641179, 240.9697164058191, 299.93305461084526, 360.5747634310603, 422.2785586606376, 481.18344652304495, 536.6211154132607, 592.1963125096527, 645.5336935288333, 697.7618661614324, 750.2933658069946, 802.0781884804321, 851.4634857256103, 897.8162095704483, 942.0394258119852, 982.8347901060624, 1022.4670042916075, 1060.2513867832215, 1097.126305446547, 1133.326494280275, 1169.499816684897, 1205.3601517445247, 1241.5911245299123, 1278.7258295732413, 1314.5586467785831, 1352.4185681982956, 1390.516115604267, 1429.5646516025495, 1468.7454706411427, 1509.7349785720398, 1550.6780905375467, 1591.8348674486838, 1632.5239996788337, 1673.2437179459894, 1712.5073449610895, 1750.372684867179, 1786.5646759200772, 1820.7828435553893, 1854.3976834093364, 1886.434693791004, 1917.698371848413, 1948.4866620393927, 1978.5930389236973, 2008.8856498538503, 2028.8051992904998]","[4.1862268, 4.1829977, 4.180989299999999, 4.1794534, 4.1782718, 4.1772480000000005, 4.1764212, 4.1755548, 4.1750822, 4.1744914, 4.1740189, 4.173625, 4.1733494, 4.1729164]",3319.5403326963988
7,0.5,1,45,"[0.0, 29.575854074125232, 64.59189334916141, 102.08402100946637, 143.20691986375266, 187.24102185290928, 238.7399862985394, 296.7104661485454, 359.1403589263979, 419.3740063252262, 478.28693715970644, 534.4631791140439, 589.1646162714535, 642.3356961614063, 695.1743210746672, 747.586358732852, 799.3812378723421, 848.1200194204023, 894.9586358173215, 938.016425606326, 980.0531699519772, 1018.8474607615294, 1056.8647272308554, 1093.766738042399, 1130.0617504552258, 1165.751098980646, 1201.8634149605346, 1238.2258704581773, 1274.024204731965, 1310.9485502599555, 1348.83656235247, 1386.6740392624133, 1425.396461749977, 1465.0820573071694, 1505.5549416433807, 1546.6648685416728, 1588.0232586694203, 1629.3258290483166, 1669.5582633956776, 1708.532438644899, 1746.3777800290043, 1782.5024224685587, 1817.2041521371304, 1850.0546802760898, 1882.5037194548402, 1913.8151146147036, 1944.2892072607476, 1974.5504886304136, 2004.8200439911254, 2028.5586170133472]","[4.1861873, 4.183036799999999, 4.1810284, 4.1795321, 4.178232700000001, 4.1772876000000005, 4.1765394, 4.1757913, 4.1752005, 4.1744914, 4.1741767, 4.1737041, 4.1732707, 4.173152399999999]",3316.088209532335
8,0.5,1,45,"[0.0, 27.48762265419748, 62.489712487786505, 99.19222982656413, 140.32115423161633, 184.6173690572665, 235.43215783453206, 293.6571814300736, 356.18311650777105, 416.7100292059306, 475.03849993921676, 531.7882369325275, 586.1531785315156, 638.7679518913344, 691.6938414905107, 744.0099453817188, 795.1377736286211, 845.0666092007295, 891.055308464104, 934.5938181806459, 975.7696432738828, 1015.0118976568319, 1052.9815125188045, 1089.9610262153742, 1125.962314482055, 1161.945448025795, 1197.808218737148, 1233.7408638028257, 1269.7111420328238, 1306.6776520289309, 1344.2315753140053, 1382.0318203625668, 1421.2703043047786, 1460.6320455250952, 1501.3054738076498, 1541.9929234701972, 1583.539103020703, 1624.8652669276548, 1665.3451982657493, 1704.3127506761407, 1741.9851292474514, 1778.290587698773, 1812.9323560298694, 1846.1752314275368, 1878.0609220899364, 1909.3125843627713, 1939.8894475537913, 1970.1431169668745, 2000.1027538528106, 2027.61257447564]","[4.186108600000001, 4.183036799999999, 4.1810679, 4.1795716, 4.1782718, 4.1773267, 4.176578500000001, 4.1758699, 4.1752005, 4.1746097, 4.1740584, 4.1738615, 4.1732707, 4.1728377]",3311.696319475366
9,0.5,1,45,"[0.0, 22.054156450182973, 56.565938614860784, 94.38285671924768, 135.0675120230734, 178.60172732547744, 229.4676319557151, 287.8041355035368, 349.42042913299895, 409.81732563159073, 468.6334977037735, 525.2592807586121, 579.5183259435265, 632.05086629463, 684.7737890637503, 737.4374111858007, 788.241416659545, 837.6779831665352, 883.5880348806694, 927.460319456709, 968.3986208230154, 1007.7474328454915, 1045.2898749910355, 1082.3709872603786, 1118.7584105192695, 1154.4393901922062, 1190.2436742754494, 1226.3786761963825, 1262.469202706634, 1298.9192244590954, 1336.6849683305381, 1374.9635007079519, 1413.6857225430922, 1452.4928779007919, 1493.9736754215023, 1535.0731142374366, 1576.174804442196, 1617.117469353244, 1657.6195666860071, 1696.7931740544723, 1733.9478706504947, 1770.5961201717787, 1805.1166498382795, 1838.3259917245177, 1870.468457767338, 1901.6372332890378, 1932.4246463745462, 1962.3294041563618, 1992.474686835369, 2013.3399577585865]","[4.186069, 4.1829977, 4.1809106, 4.1792564, 4.178035700000001, 4.1770511, 4.1761847, 4.1754761, 4.175003500000001, 4.1744523, 4.1740189, 4.1735072, 4.173192, 4.1727586]",3307.353937164715
10,0.5,1,45,"[0.0, 32.61254237364233, 67.77701639667634, 104.60026357426136, 144.93398803170908, 188.45685625679755, 239.64944624745294, 297.99000920742367, 358.79472925908044, 420.1371304980984, 478.0270452167698, 534.8794968711869, 589.0599661248071, 641.2633548467785, 694.3783033480034, 746.3489797134692, 797.851921136201, 846.5424558776821, 893.0761784034595, 936.4686822342577, 977.2763837343877, 1016.6683855906934, 1054.1838058803596, 1090.985888122792, 1126.9973495348263, 1163.1781174548228, 1199.1132344866328, 1234.8988411124642, 1271.3241002256232, 1307.9469887910423, 1345.4127587704743, 1383.1210930641623, 1422.0096950425686, 1461.658122735178, 1501.8891861466122, 1543.1468090587941, 1584.7852991009895, 1625.352460119006, 1666.0903045022546, 1705.1204598119184, 1743.0821902506418, 1779.1511590407804, 1813.7398469935724, 1846.659134603818, 1879.0269927977365, 1909.966541890858, 1940.7250386851028, 1970.7838692313785, 2000.6881739703485, 2027.9365283653415]","[4.186108600000001, 4.1829977, 4.1811075, 4.1795321, 4.1783113, 4.1772876000000005, 4.1764998, 4.175909, 4.1751218, 4.1746097, 4.1741371, 4.1735463, 4.173389, 4.1729164]",3303.8944772587047
11,0.5,1,45,"[0.0, 30.055637949351535, 64.93729021759987, 102.3558585525659, 142.56393605012522, 185.96035122774776, 236.53144876141664, 295.10962546266387, 355.9296988547417, 416.897503683124, 475.1758372173234, 531.718797926169, 585.6537475463587, 638.255856339926, 690.6812334779878, 743.6312918010864, 794.0132839178335, 842.2833989998143, 889.2769867118569, 932.9409433253821, 973.6022962939327, 1012.7964652584914, 1050.3819175880926, 1087.024688921499, 1123.0948355303399, 1158.7391501536808, 1194.919324675287, 1230.9051519491754, 1267.1246607371813, 1303.6962515102364, 1340.8951503463427, 1379.0878691012936, 1417.892280593579, 1457.474637416818, 1497.6974143954199, 1538.6065004955067, 1579.7153603158017, 1620.9858643900902, 1662.0451324327441, 1701.0179666956396, 1738.5806286105062, 1774.9015633930603, 1808.9715846706813, 1842.6453274071832, 1874.619351985425, 1905.731900174259, 1936.1656917941837, 1966.3959648092614, 1996.2973608501015, 2013.477866856554]","[4.1860299, 4.183036799999999, 4.180871, 4.1794138, 4.178232700000001, 4.1771297, 4.1763029000000005, 4.175673000000001, 4.1750822, 4.1745701, 4.1740189, 4.1735463, 4.173389, 4.1730738]",3300.069961231688
