Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 27.778368970401516, 56.56178931773752, 88.99450638872406, 132.5252176791313, 192.81904945570238, 260.4770292613107, 325.2429082096568, 386.43031583357003, 442.86414457715546, 493.8701151347516, 541.1582479167727, 583.4958736247828, 622.5414906062193, 658.6347863335533, 692.3790449034717, 723.9197443178069, 753.7029433942151, 782.2807438256663, 810.1874450290805, 837.7667228675792, 865.4237666151108, 893.9247512894082, 923.7954583647844, 953.3370076452123, 983.6584538122057, 1014.7869915871682, 1046.0145645520415, 1078.2350880153717, 1111.4193436226178, 1146.0039060340841, 1181.2100676191926, 1217.4256347172368, 1251.899045559007, 1284.461541808385, 1313.7386205785974, 1341.3883251199231, 1367.1867869827838, 1391.4052080700458, 1414.832660565925, 1437.4877876915039, 1460.1453084364489, 1482.8319551928093, 1505.913085313241, 1529.4595785577121, 1553.8641172696189, 1581.1943823625056, 1614.602659405888, 1663.912322052744, 1717.4010253159595]","[4.1958308, 4.194610099999999, 4.1937833, 4.1930351, 4.1924443, 4.191893100000001, 4.1914601000000005, 4.190987600000001, 4.1906328, 4.1902394, 4.1897669, 4.18957, 4.1892152000000005, 4.1886249, 4.1883097000000005, 4.188073200000001, 4.1878767, 4.1877584, 4.1875615, 4.1872463, 4.1869316, 4.186734700000001, 4.1865377, 4.1862621, 4.1861835, 4.185986499999999, 4.185710899999999, 4.185710899999999, 4.1855927, 4.1851592, 4.185198799999999, 4.184765799999999, 4.1848049, 4.1845689, 4.1845293, 4.1844506, 4.184411, 4.184096299999999, 4.1840568, 4.1839385, 4.1838994, 4.1835842, 4.1835842, 4.1833482, 4.1832299, 4.1831903, 4.1831117, 4.1829543, 4.1829147, 4.182796499999999, 4.1828361, 4.1827178, 4.1825604, 4.1825604, 4.1824031, 4.1825209, 4.1823239, 4.1821666, 4.1821666, 4.1820879, 4.1819305, 4.1817727, 4.181891, 4.1818123, 4.1817727, 4.1814971, 4.1815367, 4.1814184, 4.1812611, 4.1814971, 4.1811819, 4.1813788, 4.1812611, 4.1810641, 4.1809855, 4.1809459, 4.1810641, 4.1807885, 4.1809459, 4.1808672, 4.1809459, 4.1807885, 4.1805916, 4.1806703, 4.1806307, 4.1806307, 4.180552, 4.180552, 4.1803946000000005, 4.1803946000000005, 4.1801977, 4.180119, 4.1802373, 4.1802764, 4.1800008, 4.1800008, 4.1800008, 4.1800795, 4.1800008, 4.1800008, 4.1800008, 4.1798038, 4.179764700000001, 4.1799612, 4.1796069, 4.1797252, 4.1795282, 4.1794887, 4.17941, 4.1795678, 4.1795678, 4.1794496, 4.17941, 4.1793709, 4.179213, 4.17941, 4.1791739, 4.179213, 4.1792922]",2484.230603602702
3,0.5,1,25,"[0.0, 27.321940065994227, 55.872030126327104, 88.67108226579899, 132.24519583127255, 192.48371281546451, 259.87844992414557, 324.85827709235446, 385.9196203903093, 441.9414997098979, 493.0326788801219, 540.0892297472062, 582.5614284163053, 621.5755932190125, 657.5154364665216, 690.9810556444108, 722.5538890738896, 751.8837946095732, 781.0174957771369, 809.1016485864714, 836.1280076730031, 863.98204290069, 892.4748711683822, 921.7537683890305, 951.4158144843991, 981.8796330762409, 1012.4976440085552, 1044.212279052452, 1076.2039435410813, 1109.379998286986, 1144.3798016361186, 1179.7938758346977, 1214.7095929428567, 1249.9777196373213, 1282.020825643938, 1312.0971122399767, 1338.998575328846, 1364.9147350034707, 1389.2581378530356, 1412.7193578135407, 1435.5260705466237, 1457.8266881548893, 1480.6153142313956, 1503.337458120091, 1527.2275856450945, 1551.8426363354295, 1578.797833706729, 1612.0437492858584, 1660.80798561113, 1714.1124820301663]","[4.1956735, 4.1946888, 4.1939802, 4.1932712, 4.1926808, 4.192168700000001, 4.1916962, 4.1911449, 4.1906724, 4.190318100000001, 4.1901603, 4.1895304, 4.1891365, 4.1888218, 4.188545700000001, 4.1883492, 4.1879554, 4.1877189, 4.1876798, 4.187325, 4.187089, 4.186891999999999, 4.1866164, 4.1864982, 4.1861043, 4.1860256, 4.185946899999999, 4.1856318, 4.185671299999999, 4.1853957, 4.1852775, 4.1849232, 4.1849232, 4.184765799999999, 4.1847262, 4.1845293, 4.1843719, 4.1843324, 4.1842537, 4.1839781, 4.1838994, 4.1839781, 4.1836238, 4.1835842, 4.1833873, 4.183466, 4.1833873, 4.1831903, 4.1831117, 4.1831117, 4.1829543, 4.1828361, 4.1828361, 4.1825995, 4.1827574, 4.1826787, 4.1824422, 4.1822848, 4.1822848, 4.1822062, 4.1822062, 4.1821666, 4.1820879, 4.1819305, 4.181851399999999, 4.181851399999999, 4.1819305, 4.181694, 4.1816545, 4.1815758, 4.181458, 4.1815367, 4.181458, 4.1814184, 4.1812611, 4.1813397000000005, 4.1811032, 4.1811819, 4.1809855, 4.1811428, 4.1811428, 4.1808276, 4.1809855, 4.1807885, 4.180906299999999, 4.1807094, 4.1807885, 4.1806703, 4.1806307, 4.1803946000000005, 4.1806307, 4.1804733, 4.180552, 4.1803946000000005, 4.1804733, 4.1802764, 4.180433799999999, 4.1801581, 4.1802764, 4.180119, 4.180119, 4.1798825, 4.1800404, 4.1801581, 4.1800008, 4.1800008, 4.1798038, 4.179764700000001, 4.1798038, 4.1796465, 4.179764700000001, 4.1797252, 4.1796856, 4.1795282, 4.1795282, 4.1796069, 4.1795678, 4.1794887, 4.1794887]",2482.259682621392
4,0.5,1,25,"[0.0, 26.48865107440372, 55.643507017526076, 88.06751551204832, 131.73859345725987, 192.08648765793782, 259.60210496343404, 324.5469409317268, 385.7082304298191, 441.4236576545803, 491.6015417381112, 538.3654937072072, 580.8125342096571, 619.7788679057746, 655.6461293351481, 689.1238526255404, 720.7642576678438, 750.4418439604592, 779.4416103138401, 807.3955569636062, 834.5551376345807, 862.0222413735767, 890.2806076684333, 919.8565185291145, 949.7877717541639, 980.141915192627, 1010.567906960878, 1042.4821176430444, 1074.6812249381258, 1107.1735970421241, 1141.4113660345854, 1176.7806358282896, 1213.213478662228, 1247.6779583908774, 1280.2317314248296, 1309.4052720138745, 1336.7726064361107, 1362.3288715743295, 1386.72732668762, 1410.0270161679505, 1432.6479775196663, 1455.5742653691061, 1478.2470385454155, 1500.762606714353, 1524.5523190614201, 1549.3110014091806, 1576.0543845173445, 1609.2070407110016, 1657.9870177998794, 1710.6572523046186]","[4.195633900000001, 4.194768, 4.1938229, 4.1931138, 4.1923261, 4.191893100000001, 4.1914601000000005, 4.1908298, 4.1904755, 4.1899242, 4.189648600000001, 4.189333400000001, 4.1889005, 4.1887035, 4.1883883, 4.188073200000001, 4.1876798, 4.1876011, 4.1872072, 4.1870494, 4.1866951, 4.186656, 4.1863799, 4.1861043, 4.1861043, 4.1858683, 4.1855927, 4.1855531, 4.1852384, 4.1851592, 4.1849623, 4.184765799999999, 4.184608, 4.1844506, 4.184293299999999, 4.184175, 4.184175, 4.1841354, 4.1839385, 4.1838207, 4.1835842, 4.1836629, 4.1833873, 4.1833482, 4.1831512, 4.183033, 4.1829934, 4.1828756, 4.1827574, 4.1826391, 4.1825209, 4.1826391, 4.1823635, 4.1824422, 4.1822848, 4.1822848, 4.1822453, 4.1820092, 4.1820483, 4.181851399999999, 4.181891, 4.1816154, 4.181851399999999, 4.1815758, 4.181458, 4.1816154, 4.1814971, 4.1813788, 4.1812215, 4.1812611, 4.1812611, 4.1809855, 4.1808672, 4.1809855, 4.1809459, 4.1807885, 4.1808276, 4.1807885, 4.1807489, 4.1806307, 4.1806307, 4.1804733, 4.1807885, 4.1805916, 4.1804733, 4.1805916, 4.1802764, 4.180316, 4.1802764, 4.1801581, 4.1802764, 4.180119, 4.180119, 4.1800404, 4.1800008, 4.1800795, 4.1798825, 4.1798825, 4.1796856, 4.1799221, 4.1796856, 4.1797252, 4.1798825, 4.1796465, 4.1798434, 4.1795678, 4.1795678, 4.1795678, 4.1792526, 4.1794496, 4.1795282, 4.1794496, 4.179331299999999, 4.17941, 4.1794496, 4.1793709, 4.1791739, 4.1792526, 4.179213]",2479.232225004884
5,0.5,1,25,"[0.0, 25.86656723479757, 54.66968776336887, 87.54815476988813, 130.39896156670522, 190.10633099843824, 258.2532678912638, 324.0545148084002, 384.5814022797116, 439.97104757229715, 490.3884271687597, 536.3015056738069, 579.083042052095, 618.3245036580248, 653.9304405656225, 687.0137006303299, 718.5826783074234, 748.3909360856852, 776.9384872098227, 805.0074210021934, 832.5637239434551, 860.0324079954913, 888.0953600310189, 917.4364723766101, 946.9554113582834, 977.4903722121425, 1008.414725557053, 1039.7807914910236, 1071.745422130297, 1104.9588063582446, 1139.265860680022, 1174.5926360176154, 1210.6732203785941, 1245.121406569384, 1277.3592333234928, 1306.3628467797962, 1333.817637066405, 1359.5499970799633, 1384.0941698794468, 1407.2040897325792, 1429.9804549868782, 1452.5991618309104, 1474.9560508147438, 1497.951303853446, 1521.8811235486437, 1546.2858402960646, 1572.9751834872695, 1605.92214565322, 1655.3300250832262, 1707.1895609172216]","[4.1956735, 4.194531400000001, 4.1939802, 4.1931534, 4.1924443, 4.1918144, 4.191381, 4.1910267, 4.190593700000001, 4.1900816, 4.1897273, 4.1892548, 4.1889791, 4.1885853, 4.188427900000001, 4.188073200000001, 4.187640200000001, 4.1874433, 4.1872072, 4.186891999999999, 4.186734700000001, 4.186576799999999, 4.1864982, 4.1861439, 4.1860652, 4.185710899999999, 4.185671299999999, 4.1853957, 4.1853561, 4.1850805, 4.185041399999999, 4.184686699999999, 4.1845689, 4.1845689, 4.1844897, 4.1842141, 4.1840568, 4.1840568, 4.183741599999999, 4.1837025, 4.1835842, 4.1835842, 4.1834269, 4.1833482, 4.1831903, 4.183033, 4.1829147, 4.1829934, 4.1826391, 4.1828361, 4.1827178, 4.1825995, 4.1824818, 4.1823635, 4.1822848, 4.1822848, 4.1821666, 4.1820483, 4.1820483, 4.181851399999999, 4.1817727, 4.1817727, 4.1817336, 4.1816545, 4.1815367, 4.1815758, 4.1814184, 4.181458, 4.1814184, 4.1811428, 4.1811819, 4.1811819, 4.1812215, 4.1812215, 4.1809459, 4.1809855, 4.1808276, 4.1807885, 4.1807885, 4.1808672, 4.1807094, 4.1806307, 4.1808276, 4.180433799999999, 4.1803946000000005, 4.180433799999999, 4.1803551, 4.1803551, 4.1801977, 4.1802764, 4.1801977, 4.1801977, 4.1799221, 4.1802373, 4.1800404, 4.1800404, 4.1800404, 4.1801977, 4.1798038, 4.1800008, 4.1797252, 4.1798038, 4.1797252, 4.1797252, 4.179764700000001, 4.1795678, 4.1794887, 4.1796069, 4.1795678, 4.1794887, 4.1796069, 4.1793709, 4.179331299999999, 4.1793709, 4.1792922, 4.17941, 4.1792922, 4.1792922, 4.1792526]",2476.685530626763
6,0.5,1,25,"[0.0, 28.596422247378086, 56.99418654622809, 89.76089234852202, 132.76226193941977, 192.7297940740741, 259.747432059974, 325.7769347333475, 385.94512926483003, 441.3949239514923, 491.75093929498973, 538.2307481777913, 580.7244008181495, 619.1767464506785, 654.8706439383737, 688.4082172367827, 719.8808116373315, 749.7487371132694, 778.437009499578, 806.5585553876678, 833.7009797237512, 861.2525433394338, 888.8088033209045, 918.6054475949378, 947.8226172427593, 978.0221610915013, 1009.0518064677989, 1040.3759447467864, 1071.9721516026393, 1105.3485842760474, 1139.7917202166336, 1175.0964159587825, 1211.1297073766614, 1246.088119272541, 1277.806303026422, 1307.1974172179157, 1334.5820399237118, 1360.3030369211538, 1384.7876376798704, 1407.841045463385, 1430.6156181556262, 1453.4265357164068, 1475.5890675708938, 1498.596328454053, 1521.9451419406528, 1546.5040194924718, 1573.1998454810564, 1606.2487470947576, 1654.9062423378055, 1707.1382343306477]","[4.1957917, 4.194610099999999, 4.193862, 4.1930351, 4.1926413, 4.191853500000001, 4.1913419, 4.1909084000000005, 4.190515, 4.1901212, 4.189806, 4.18957, 4.1890578000000005, 4.188664, 4.1883883, 4.1881523000000005, 4.1880341, 4.1875615, 4.1871285, 4.187089, 4.1869316, 4.1866951, 4.1866164, 4.1862621, 4.1861439, 4.1857896, 4.1855927, 4.1854744, 4.1854348, 4.1853561, 4.185041399999999, 4.1848445, 4.1846476, 4.184608, 4.1845293, 4.1843719, 4.184175, 4.1839781, 4.1839385, 4.1839781, 4.183741599999999, 4.1835446, 4.1835446, 4.1835446, 4.183269, 4.1831512, 4.1829934, 4.1829934, 4.1829147, 4.1828361, 4.1827178, 4.182796499999999, 4.1825995, 4.1824031, 4.1823239, 4.1824031, 4.1821666, 4.1820879, 4.1821666, 4.1820483, 4.181891, 4.1819696, 4.181891, 4.1815758, 4.1816154, 4.1816545, 4.1815367, 4.1816154, 4.1814971, 4.1814184, 4.1814184, 4.1812611, 4.1811428, 4.1811428, 4.1809459, 4.1811032, 4.1811032, 4.180906299999999, 4.1807885, 4.1807885, 4.1806703, 4.1807094, 4.1806703, 4.1806307, 4.180552, 4.1803946000000005, 4.1803946000000005, 4.1805129, 4.180433799999999, 4.1802764, 4.180316, 4.1802764, 4.1802764, 4.1800795, 4.1800795, 4.1800404, 4.1800795, 4.1801977, 4.1799221, 4.1799612, 4.1799221, 4.1798825, 4.1800404, 4.179764700000001, 4.1797252, 4.1798038, 4.1796856, 4.1796856, 4.1797252, 4.1794887, 4.1796465, 4.1794887, 4.1793709, 4.1794887, 4.1795678, 4.1794887, 4.17941, 4.1794887, 4.1792526]",2474.259604043647
7,0.5,1,25,"[0.0, 27.27003160990739, 55.88142018818826, 88.37867197960838, 131.06677724330825, 191.17841230442286, 258.01488501221195, 323.3427802645608, 384.50796851583743, 440.3290466958732, 490.44811576439577, 536.4503184161119, 578.4286956059213, 617.7431206446554, 653.0075073802489, 686.6416688165286, 717.9238797731275, 747.379962351546, 776.3539527348892, 804.2083212866139, 831.4715098102142, 859.049789404118, 887.2811548675231, 916.0673447719448, 946.0396923104392, 976.2605240600865, 1007.0173896464719, 1038.1877760104644, 1069.8496604793527, 1102.43267472159, 1137.1344396481575, 1172.6528137459147, 1208.6152202945404, 1243.066536555406, 1275.141373147266, 1304.6412420642403, 1332.0138067920507, 1357.5585052633398, 1381.703332157384, 1405.0723600354436, 1427.790776635936, 1450.4307524537428, 1472.991832403597, 1495.9460369789417, 1519.3379754390335, 1543.7074691861094, 1570.3281052492653, 1603.911993783392, 1651.9051043181667, 1703.7648195369466]","[4.1957917, 4.194610099999999, 4.193665, 4.1930747, 4.1925626000000005, 4.1918144, 4.1913419, 4.190712, 4.1905541, 4.1899242, 4.1896877, 4.1894908, 4.1889005, 4.1886249, 4.1881914, 4.1881914, 4.1876798, 4.1872859, 4.1872072, 4.1866951, 4.1868525000000005, 4.1864982, 4.1863012, 4.1860256, 4.1859074, 4.1857896, 4.1855531, 4.1853957, 4.185198799999999, 4.1848836, 4.1848445, 4.184686699999999, 4.184608, 4.1844897, 4.184175, 4.184096299999999, 4.1839781, 4.1838207, 4.183741599999999, 4.1837811, 4.1835842, 4.1835055, 4.1834269, 4.183269, 4.1829934, 4.1828756, 4.1826787, 4.1829147, 4.182796499999999, 4.1826787, 4.1824818, 4.1825604, 4.1824818, 4.1822848, 4.1821666, 4.1820879, 4.182127, 4.1819305, 4.1820092, 4.181851399999999, 4.1817336, 4.1817336, 4.181694, 4.1815367, 4.1815758, 4.1814184, 4.1814971, 4.1812215, 4.1811428, 4.1811428, 4.1810246, 4.1810641, 4.1812215, 4.1810246, 4.1808672, 4.180906299999999, 4.1808672, 4.1807885, 4.1807094, 4.1807094, 4.1807094, 4.1805129, 4.180552, 4.1803551, 4.180433799999999, 4.1804733, 4.180316, 4.1801581, 4.1802373, 4.1802373, 4.1801977, 4.1800795, 4.1800404, 4.1800008, 4.1799612, 4.1799221, 4.1799612, 4.1798038, 4.1800008, 4.1795678, 4.1796465, 4.1799221, 4.1795282, 4.1794887, 4.1794496, 4.1796856, 4.1794887, 4.1795678, 4.17941, 4.17941, 4.1795678, 4.179331299999999, 4.179331299999999, 4.179213, 4.1790953, 4.1792922, 4.1790953, 4.1791344, 4.1790557]",2472.04060207343
8,0.5,1,25,"[0.0, 26.816977116692215, 55.7570234778068, 88.25638431142477, 131.1552180542625, 190.31493449299137, 257.95565574185923, 323.3353678857811, 383.6283092410182, 439.0279051622206, 489.5468428448902, 535.3466523045896, 577.4968527959417, 615.5946072928556, 651.9758816833026, 684.9421824675106, 716.6538714732436, 745.8363741380225, 774.9038019712972, 802.7048002220955, 829.7909683775734, 857.5430116308174, 885.6688800640928, 914.1834173407027, 944.0890745688947, 974.1815042288139, 1004.8140947366188, 1036.2034991742335, 1068.2690697266048, 1101.2881102796568, 1135.556099548673, 1171.1511209375226, 1206.6416065840226, 1241.5175680333414, 1273.4679345486425, 1302.8369507911198, 1329.9688683959762, 1355.6127113447842, 1379.7618536316186, 1403.2306385138854, 1426.2577467587557, 1448.4729134423433, 1470.979779661072, 1493.8199293294701, 1517.3098409392346, 1541.9700350008766, 1568.580513458156, 1601.3408572050794, 1649.4717477572704, 1700.3455171828236]","[4.195713, 4.1946497, 4.1937833, 4.1929564, 4.1924839, 4.191932700000001, 4.191381, 4.190948000000001, 4.1905541, 4.190042500000001, 4.1896877, 4.189373000000001, 4.1889396, 4.1887822, 4.1883883, 4.1881914, 4.1877189, 4.1874433, 4.1872463, 4.1871676, 4.1868525000000005, 4.1866164, 4.1864982, 4.1860652, 4.1858683, 4.18575, 4.1856318, 4.1853957, 4.1853561, 4.1849623, 4.1848836, 4.184686699999999, 4.184608, 4.1844897, 4.184411, 4.1842537, 4.184096299999999, 4.1841354, 4.1839385, 4.1837811, 4.1835842, 4.183466, 4.183466, 4.183269, 4.1831512, 4.1830721, 4.1829543, 4.1828756, 4.1829147, 4.1828361, 4.1825995, 4.1824422, 4.1824818, 4.1823635, 4.1825209, 4.1821666, 4.1821666, 4.1820483, 4.1821666, 4.181891, 4.1820483, 4.1818123, 4.1817336, 4.181694, 4.1814971, 4.1813788, 4.1814184, 4.1811819, 4.181458, 4.1812611, 4.1810246, 4.1811032, 4.1813397000000005, 4.1810246, 4.1808276, 4.1810641, 4.1808276, 4.1806307, 4.1807489, 4.1806703, 4.1806307, 4.180552, 4.1805129, 4.1804733, 4.1805129, 4.1803946000000005, 4.180433799999999, 4.1802764, 4.1802373, 4.1802764, 4.1801977, 4.1800008, 4.1800008, 4.1800404, 4.1800008, 4.1800008, 4.1800008, 4.1798434, 4.1798825, 4.1798434, 4.1797252, 4.1796465, 4.1796069, 4.1796465, 4.1794496, 4.1796465, 4.1794496, 4.1795282, 4.17941, 4.1793709, 4.1794496, 4.1792526, 4.1792922, 4.17941, 4.179213, 4.1792526, 4.17941, 4.1791739, 4.1791344]",2469.893171392957
9,0.5,1,25,"[0.0, 26.090376312633225, 55.230077184516176, 87.51396682145571, 130.00802294390212, 189.38282666336545, 256.44411948560196, 322.27334452300886, 382.8981055969051, 437.5761040044224, 488.2064320635244, 534.3113839512388, 575.8017500197421, 614.7112004667221, 650.1280788601629, 683.4542145183653, 714.3441856262779, 744.3441564275371, 773.3915539224414, 800.9840008121158, 828.26426749309, 855.7204456634498, 883.2321005218845, 912.4105300518919, 941.8677475549761, 972.2337712926723, 1002.9581274757658, 1033.780059571934, 1065.9174585527926, 1098.8670188691367, 1133.0717869109099, 1168.2786903096112, 1204.1447779879168, 1238.7304097241963, 1270.9729841977842, 1300.5269435489222, 1327.3689490298361, 1352.9717386414413, 1377.4781324779046, 1400.6722998838472, 1423.5204155989336, 1445.9029971253185, 1468.6218130970374, 1491.1977176356518, 1514.8032935847787, 1538.9404140023971, 1565.5682839985425, 1598.193827423696, 1645.9141134654865, 1696.8397437809226]","[4.195516099999999, 4.1944528, 4.193743700000001, 4.1931138, 4.1923261, 4.191735700000001, 4.1911845, 4.190948000000001, 4.1904755, 4.190042500000001, 4.1895304, 4.1891365, 4.1887035, 4.1886249, 4.1881914, 4.1881127000000005, 4.1875219, 4.1874433, 4.1869707, 4.1869316, 4.186656, 4.1863012, 4.1861439, 4.185986499999999, 4.1858287, 4.1855531, 4.185317, 4.1853561, 4.1849232, 4.185041399999999, 4.1847262, 4.1845689, 4.184608, 4.184293299999999, 4.1841354, 4.1841354, 4.1839781, 4.1837025, 4.1837025, 4.1836629, 4.1835446, 4.1833873, 4.1833086, 4.1829934, 4.1829543, 4.1828756, 4.1827574, 4.1827178, 4.1825604, 4.1824818, 4.1823635, 4.1825209, 4.1823635, 4.1823239, 4.1822453, 4.1820879, 4.1817336, 4.181851399999999, 4.1817727, 4.1814971, 4.1816154, 4.1815758, 4.1815367, 4.1814971, 4.1814184, 4.1811819, 4.1812611, 4.1811819, 4.1811819, 4.1810246, 4.1811428, 4.180906299999999, 4.1807885, 4.1809459, 4.1807885, 4.1807489, 4.1805916, 4.1805916, 4.1806307, 4.1803946000000005, 4.1803946000000005, 4.1804733, 4.1803946000000005, 4.180433799999999, 4.1803551, 4.180119, 4.1800404, 4.1801977, 4.1800008, 4.1799612, 4.1800795, 4.1798825, 4.1798825, 4.1798825, 4.1799221, 4.1798434, 4.1798434, 4.1797252, 4.1796069, 4.1797252, 4.1795678, 4.1796465, 4.1794887, 4.1792922, 4.1795678, 4.1794887, 4.1792526, 4.179213, 4.17941, 4.1794887, 4.179331299999999, 4.1791739, 4.179213, 4.1790161, 4.1791739, 4.1791344, 4.1790953, 4.1791344, 4.1790557]",2467.554959720864
10,0.5,1,25,"[0.0, 28.59523267184636, 57.852725180337075, 89.47836475425584, 132.32292001687313, 191.77940110092607, 259.02535002139143, 324.20808254005397, 383.8180524971224, 439.0744315890091, 489.18212841437946, 535.359311644675, 577.0845423865703, 615.6284803151646, 651.4152111023461, 684.5534315354387, 715.9408371649672, 745.8779415620922, 774.768866786196, 802.4291152388514, 829.7775697616778, 857.2343357784864, 885.0779257732117, 913.8774909262729, 943.689147815805, 973.5889154684542, 1004.3819243990492, 1035.0134009364037, 1067.3709101809327, 1099.9789163569092, 1134.0848213128304, 1169.621256179158, 1205.7629768917766, 1240.0317846992984, 1271.908874568798, 1301.5331556730514, 1328.7298837984683, 1354.4825521691535, 1378.3647810222412, 1401.785634273544, 1424.568781943416, 1446.8155875118302, 1469.1817122046416, 1492.2438957526344, 1515.2421268960295, 1539.7660136567945, 1566.3240923842193, 1599.45275101519, 1645.3549154454197, 1696.7309733225527]","[4.1957917, 4.194571, 4.1939406, 4.1930747, 4.1926022000000005, 4.1920505, 4.1914206, 4.1908298, 4.1904359, 4.1900029000000005, 4.1897669, 4.1894121, 4.1888218, 4.1888218, 4.188467, 4.1881127000000005, 4.1877975, 4.1874828, 4.1872859, 4.1871285, 4.186891999999999, 4.1866164, 4.1864982, 4.186222600000001, 4.1858683, 4.1859074, 4.185514, 4.185514, 4.1850805, 4.1850805, 4.1850019, 4.1848445, 4.1846476, 4.1845293, 4.1843719, 4.184096299999999, 4.184096299999999, 4.1838994, 4.1837811, 4.1837811, 4.1837025, 4.1833873, 4.1833086, 4.1834269, 4.1833086, 4.1830721, 4.1830721, 4.183033, 4.1826787, 4.1829147, 4.1825995, 4.1825604, 4.1825209, 4.1822848, 4.1822848, 4.1822453, 4.1821666, 4.1820483, 4.181851399999999, 4.1819305, 4.181891, 4.1816545, 4.181694, 4.1817727, 4.1815367, 4.181458, 4.1814184, 4.1813788, 4.1813002, 4.1813002, 4.1810641, 4.1809459, 4.1809855, 4.180906299999999, 4.1808672, 4.1808276, 4.1808276, 4.1807094, 4.1808672, 4.1806703, 4.1807489, 4.1806703, 4.1805129, 4.1808276, 4.1803551, 4.1805129, 4.180552, 4.1801581, 4.1802373, 4.1800008, 4.1800404, 4.1801581, 4.1802373, 4.1800008, 4.1800008, 4.1799612, 4.1800008, 4.1800008, 4.1798038, 4.179764700000001, 4.1798038, 4.1798825, 4.1796856, 4.1796465, 4.1794887, 4.1797252, 4.1794496, 4.1795678, 4.1796069, 4.17941, 4.1795282, 4.1793709, 4.1792922, 4.1792922, 4.1793709, 4.1792526, 4.179331299999999, 4.1790161, 4.1791344]",2465.829483200141
11,0.5,1,25,"[0.0, 28.164836023517296, 56.55375298788044, 88.90592805311485, 131.24678529757318, 189.93911528801652, 258.0334427208421, 322.553251797759, 382.7989417919547, 437.5269298206074, 487.7357276160262, 533.7324979989392, 574.867171668202, 613.8527186641109, 649.6366936677391, 682.4907394213033, 714.158303084977, 743.7267338323511, 772.6007912845064, 800.5212725761105, 827.9336450141957, 855.5357714498659, 883.2693645793863, 911.8398677905341, 941.5835802246813, 971.3392112123006, 1002.1308414328164, 1033.1588220121932, 1064.995621984057, 1097.991990209924, 1131.860994107982, 1167.312524957406, 1202.8782388252926, 1237.6414735974654, 1269.180427493449, 1299.145373166257, 1326.6528140562914, 1352.016532259042, 1376.253119308796, 1399.6216464726197, 1422.393550906169, 1444.5827348358332, 1466.990435832284, 1489.5883698601174, 1513.262741509881, 1537.5256339854975, 1563.908433296134, 1596.5108831962477, 1642.9083407812711, 1693.1908895482718]","[4.195594799999999, 4.194610099999999, 4.1937046, 4.1929169, 4.1923261, 4.1916175, 4.1911845, 4.1908693, 4.190318100000001, 4.1898456, 4.189648600000001, 4.1891761, 4.1887426, 4.1885066, 4.1881523000000005, 4.1878767, 4.1875219, 4.1873646, 4.1871676, 4.186891999999999, 4.186656, 4.1864195, 4.186222600000001, 4.1860256, 4.1858287, 4.1854348, 4.1852775, 4.1852384, 4.1851201, 4.1850019, 4.1848049, 4.184686699999999, 4.184411, 4.1843719, 4.184293299999999, 4.1839385, 4.1838598, 4.1838207, 4.1837025, 4.1835842, 4.1833482, 4.1833086, 4.1831117, 4.1830721, 4.1829934, 4.1828756, 4.1829147, 4.1827178, 4.1824422, 4.1825995, 4.1823239, 4.1824031, 4.1822453, 4.1822062, 4.1820092, 4.1820483, 4.181851399999999, 4.1817727, 4.181694, 4.181694, 4.1815758, 4.181458, 4.1814184, 4.1813002, 4.1811032, 4.1811428, 4.1811819, 4.1810246, 4.1810641, 4.1809459, 4.1808672, 4.180906299999999, 4.1808276, 4.1807885, 4.1806307, 4.1806703, 4.1807094, 4.1805129, 4.180433799999999, 4.180433799999999, 4.1803946000000005, 4.1802764, 4.180316, 4.1802373, 4.1803551, 4.1801581, 4.1799612, 4.180119, 4.1802764, 4.1799612, 4.1798038, 4.1798038, 4.1796069, 4.1798038, 4.1797252, 4.1796856, 4.1796069, 4.1796465, 4.17941, 4.1794887, 4.1796465, 4.1796069, 4.1793709, 4.179331299999999, 4.179213, 4.1792922, 4.1792922, 4.1791739, 4.17941, 4.1792922, 4.1791739, 4.1791739, 4.1792922, 4.1790557, 4.1790953, 4.1790953, 4.1789374, 4.1788197, 4.1788588]",2463.3571921131697
