Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,4,25,"[0.0, 25.837789491841704, 54.31537402784079, 86.56410058922825, 131.1374374029342, 194.83693221603028, 263.6907742440385, 331.61093585854326, 395.5920900725928, 453.71036856085846, 506.8160036386146, 554.6971999385169, 598.5420250475245, 638.4331124034525, 674.3982790129671, 707.7983079403541, 738.8853713643666, 767.6313995604798, 795.1328837966234, 821.7383051311112, 849.0876657323724, 877.3553314383555, 906.3503377487041, 936.5171341832931, 966.7546144837097, 997.8116434779008, 1028.6790719027147, 1060.3886969540645, 1092.5378701605885, 1125.862050525572, 1160.470759549343, 1195.7292981424823, 1232.3438336798229, 1267.4543671790361, 1300.3528862412018, 1330.375836691825, 1358.1754000098726, 1384.1276039396232, 1408.629718185779, 1432.1192410945807, 1455.1376786618864, 1477.8486857137002, 1500.1735935598147, 1523.0226868566922, 1546.656468142862, 1570.573805415637, 1597.4367873561857, 1630.1396832258959, 1675.3286026305411, 1727.5425747762727]","[4.1960506, 4.1950269, 4.1941214, 4.1934915, 4.1928220000000005, 4.1921525, 4.191916, 4.191246499999999, 4.1906562, 4.1902227, 4.1900654, 4.1894355, 4.1891599, 4.1888447, 4.1886873, 4.1882935, 4.188056899999999, 4.187624, 4.1872697, 4.1872301, 4.1869149, 4.1867576, 4.186403299999999, 4.186285, 4.1861668, 4.1859307, 4.1857734, 4.1854582, 4.1853795, 4.1852217000000005, 4.1850247000000005, 4.1848283, 4.1848674, 4.1845918, 4.1843557, 4.1843557, 4.1841588, 4.1840405, 4.184001, 4.1838436, 4.183804, 4.183646700000001, 4.1834893, 4.183449700000001, 4.1832528, 4.1832924, 4.1832137000000005, 4.1828589, 4.1828985, 4.1828589, 4.1826625, 4.182701600000001, 4.1826229, 4.1824656, 4.1823869, 4.1822686, 4.1821504, 4.182032100000001, 4.182032100000001, 4.1821108, 4.182032100000001, 4.1817565000000005, 4.1817565000000005, 4.1816778, 4.181599100000001, 4.181599100000001, 4.181599100000001, 4.1813235, 4.181362600000001, 4.181284, 4.1813235, 4.1812053, 4.1811657, 4.1810083, 4.1810083, 4.1810479, 4.1808901, 4.1808901, 4.1808114000000005, 4.180654, 4.1807327, 4.180654, 4.180654, 4.1806145, 4.180496700000001, 4.1803784, 4.1804571, 4.1802602, 4.1802602, 4.1804175, 4.1802998, 4.1801028, 4.1802602, 4.1800632, 4.1802602, 4.179945, 4.1801419, 4.179945, 4.1799059000000005, 4.1799059000000005, 4.1798272, 4.1798663000000005, 4.179709, 4.179709, 4.179709, 4.1796303, 4.1795907, 4.1796303, 4.1795907, 4.1794724, 4.179512, 4.1795516, 4.1793938, 4.179512, 4.179276, 4.1793547, 4.179276, 4.1792364, 4.1793151]",2485.633758160264
3,0.5,4,25,"[0.0, 25.2500014311604, 53.93067777699582, 85.90666271099349, 130.2513347958627, 194.18555269684657, 263.7142413144246, 331.6574204663127, 394.93145371921173, 452.4486136620428, 505.92438139526325, 553.4919839702607, 597.6115343809031, 636.957601270554, 673.4542730046062, 706.4270363861183, 737.5156508751245, 766.6418755744978, 793.9142822183599, 820.5951462441851, 847.9037792127529, 875.6086616514651, 904.9484173338953, 934.5765616852023, 965.0406060313726, 996.0942246437919, 1027.1707965399119, 1058.4504885475974, 1091.4685212180702, 1124.1823475241395, 1157.9914871040794, 1194.2510596238662, 1230.6518228518253, 1265.8127496396955, 1298.3829305908646, 1328.4754243571742, 1356.2855061646171, 1381.9849879933706, 1406.5982704747723, 1430.1606211934677, 1453.095135491515, 1475.5852689505757, 1497.9882082442039, 1520.9755792782216, 1544.2430984454827, 1568.7693955924437, 1595.2004547727015, 1627.7481671202136, 1673.477781188532, 1724.1376715692809]","[4.1960902, 4.1951056, 4.1942396, 4.1934915, 4.1928220000000005, 4.1922708, 4.1916404, 4.1911678, 4.1908135, 4.1903806, 4.190105, 4.189553299999999, 4.1891599, 4.1890416, 4.1886477, 4.1883326, 4.188056899999999, 4.1876631, 4.1875844, 4.187427, 4.1869941, 4.1868758, 4.1866002, 4.1863637, 4.186206299999999, 4.1860094, 4.1859307, 4.1856551, 4.1855369, 4.1852217000000005, 4.185143, 4.1850643, 4.1847887, 4.1845527, 4.1845918, 4.1844735, 4.1842766000000005, 4.1841588, 4.1840801, 4.1839619, 4.183804, 4.183568, 4.1836076, 4.1833711000000005, 4.1832528, 4.1832924, 4.1832528, 4.1830955, 4.1828985, 4.1828589, 4.1827803, 4.1827803, 4.1828198, 4.1824656, 4.1825047, 4.182426, 4.1823869, 4.1821504, 4.182229, 4.1821108, 4.1821108, 4.1819534, 4.1819534, 4.182032100000001, 4.1817565000000005, 4.181599100000001, 4.1816778, 4.1815596, 4.1815205, 4.1814418, 4.181402200000001, 4.181284, 4.1811657, 4.1811657, 4.1812449, 4.181126600000001, 4.1810083, 4.1810479, 4.1810479, 4.1808510000000005, 4.1808114000000005, 4.1808510000000005, 4.1806931, 4.1808114000000005, 4.180654, 4.1805358, 4.1805358, 4.1804175, 4.1806145, 4.1804175, 4.180496700000001, 4.1802998, 4.1801419, 4.1803389, 4.1803784, 4.1802602, 4.180181500000001, 4.1801419, 4.1801419, 4.1801028, 4.1800241, 4.1799059000000005, 4.1799846, 4.1799059000000005, 4.179709, 4.1798272, 4.1797876, 4.179709, 4.179709, 4.179709, 4.1796694, 4.1796694, 4.179512, 4.1795907, 4.1795907, 4.1794333, 4.1793547, 4.179276, 4.1794333]",2483.046429167753
4,0.5,4,25,"[0.0, 27.757680280616, 55.986508152424335, 88.30465720378425, 132.42621163482272, 194.8844084352852, 265.3986853000323, 333.7119941961646, 397.17251976832085, 454.3329477782146, 507.1751605004325, 554.8282216340093, 598.422811672377, 638.0653735659838, 674.2693544187804, 707.6530568635384, 738.7876276860524, 767.8548313236996, 795.0247502892961, 821.6499261486061, 848.7735523275143, 876.8901740533698, 906.0177401631264, 935.9062146162404, 966.1493448746058, 997.0106885557535, 1027.8591148141331, 1059.3388552512702, 1091.890121205799, 1124.7774110623068, 1159.5505065259495, 1194.6654441255005, 1231.2296533391586, 1266.1526054479873, 1298.9150499146176, 1329.0412190458064, 1356.83604251224, 1382.42814090519, 1407.3807749335388, 1430.843881041896, 1453.8748318954408, 1476.3104660017657, 1498.9420765575019, 1521.7201907425347, 1545.3072216859, 1569.3665171786583, 1595.8080099551876, 1628.3240188996315, 1674.4467466835508, 1724.4848960367158]","[4.1961298, 4.1949878, 4.194160500000001, 4.193373200000001, 4.1927824000000005, 4.1922312, 4.1916404, 4.191246499999999, 4.1906562, 4.190301399999999, 4.1899867, 4.189671499999999, 4.1891599, 4.1888843, 4.1886082, 4.188253899999999, 4.188056899999999, 4.1877422, 4.1873875, 4.187427, 4.1869149, 4.1867576, 4.1863637, 4.186285, 4.1861277, 4.1859307, 4.1858125, 4.1855369, 4.1853399, 4.1853008, 4.1849856, 4.184907, 4.1848283, 4.1845918, 4.1846313, 4.1843162000000005, 4.1843162000000005, 4.1841588, 4.1840801, 4.1838436, 4.1840801, 4.1837649, 4.1836076, 4.1834106, 4.1833315, 4.183135, 4.183135, 4.1828985, 4.1828589, 4.1827803, 4.1826229, 4.1825833, 4.182426, 4.1826229, 4.1824656, 4.182307700000001, 4.1821899, 4.1821899, 4.182229, 4.182071700000001, 4.182032100000001, 4.182071700000001, 4.181993, 4.1817174, 4.1816382, 4.181599100000001, 4.1815596, 4.1814418, 4.1815596, 4.1814809, 4.181362600000001, 4.181284, 4.1812053, 4.181284, 4.181126600000001, 4.1810479, 4.1810083, 4.1809297, 4.1809297, 4.1809692, 4.1807327, 4.1808114000000005, 4.1807327, 4.1807327, 4.180654, 4.1806931, 4.180654, 4.1805754, 4.1803389, 4.1803784, 4.1802602, 4.1803389, 4.180221100000001, 4.1802998, 4.1802602, 4.180181500000001, 4.1801419, 4.1801028, 4.1799846, 4.1800241, 4.1799846, 4.1800632, 4.1799059000000005, 4.179945, 4.1798272, 4.1797485, 4.1797485, 4.1796694, 4.1797876, 4.1796694, 4.179709, 4.179709, 4.1793151, 4.1793547, 4.1794333, 4.1793938, 4.1795516, 4.1793151, 4.179276]",2480.61877973253
5,0.5,4,25,"[0.0, 27.016604179414912, 55.232123898199006, 86.73398263930926, 131.2142265051798, 194.5447042729304, 264.4204588514036, 332.27534877872404, 395.48426011697336, 452.9122587327373, 505.5378461040739, 553.1459669865528, 596.3525219363617, 635.7039888179168, 671.5381106989844, 705.8170963155903, 736.7801891703441, 765.8674422683707, 793.1683890793918, 819.7950634472545, 846.7409965892425, 874.6230391013498, 903.9378555956596, 933.4592204570383, 963.9528495974089, 994.2734340291718, 1025.3397673806714, 1057.164688643629, 1089.5233460015438, 1122.3763243885555, 1156.5253207263545, 1192.5683261694187, 1228.5917870905703, 1263.7579947850836, 1296.3858086602518, 1326.3225203281681, 1354.4969869883491, 1380.3655078764218, 1404.6236843778725, 1428.080633769071, 1451.228157543367, 1473.4221213370586, 1496.3015110160875, 1518.8233752394538, 1542.3565772983757, 1566.7875655208813, 1593.3218009019733, 1625.8760625708223, 1671.4415762605936, 1721.066529847279]","[4.1960506, 4.1950269, 4.1942, 4.1934915, 4.1927824000000005, 4.1921916, 4.1917982, 4.191246499999999, 4.1909318, 4.1902623, 4.189868499999999, 4.1895928, 4.1893172, 4.1888447, 4.1885295, 4.1882148, 4.18786, 4.187781299999999, 4.187427, 4.1872301, 4.187151399999999, 4.1867971, 4.1866393, 4.1863637, 4.1862459, 4.1859307, 4.1859307, 4.1857734, 4.1856551, 4.1853008, 4.1852217000000005, 4.1850643, 4.1848283, 4.1847491, 4.1845918, 4.1845918, 4.1843162000000005, 4.1841979, 4.1840801, 4.1838832, 4.1839223, 4.1837649, 4.1836863, 4.183449700000001, 4.1834106, 4.1833315, 4.1832528, 4.1832137000000005, 4.1830955, 4.1830168, 4.182977200000001, 4.1827803, 4.1827803, 4.182544200000001, 4.1825833, 4.1825047, 4.1822686, 4.182229, 4.1821108, 4.1819534, 4.182071700000001, 4.1819143, 4.181796100000001, 4.181796100000001, 4.1817174, 4.1816778, 4.1815205, 4.1815596, 4.1816382, 4.181599100000001, 4.181402200000001, 4.181402200000001, 4.181362600000001, 4.1812449, 4.1810083, 4.1810479, 4.1810479, 4.1810083, 4.1809692, 4.1809297, 4.1807327, 4.1808114000000005, 4.1805754, 4.1806931, 4.1807327, 4.1808510000000005, 4.1804175, 4.1805754, 4.180496700000001, 4.1803389, 4.1803389, 4.1802998, 4.1803389, 4.1803389, 4.1803389, 4.1800632, 4.1801028, 4.1800632, 4.1801028, 4.1800632, 4.1799059000000005, 4.179945, 4.1799059000000005, 4.1797485, 4.1796694, 4.1797485, 4.1797485, 4.1797876, 4.1795907, 4.1795907, 4.179512, 4.179512, 4.1794724, 4.179512, 4.1794724, 4.1795516, 4.1793547, 4.1793938, 4.1793547]",2478.372283350152
6,0.5,4,25,"[0.0, 26.32421163527522, 54.8863876548146, 86.73432188588481, 130.59447550740367, 192.36060278442073, 262.7500321165013, 330.0059591039634, 393.0197421500354, 451.49442787333066, 504.04776098043567, 551.2187401183057, 594.8226421911795, 633.8812909105723, 670.1319207053061, 703.5097965794957, 734.4830198083278, 763.9104585615237, 791.3246104166294, 817.7493800013865, 844.5847871212818, 872.5507898286146, 901.7423450541887, 931.4739939521894, 961.6646305337811, 992.1953809442582, 1023.314277197612, 1054.8596901014769, 1086.8868310097978, 1119.9895221234704, 1154.6540446280314, 1189.9183624405694, 1226.2812959120204, 1261.2098548536608, 1294.0981069702648, 1324.0675779266317, 1351.6099993692155, 1377.2010773901088, 1402.098447973078, 1425.5243759303078, 1448.2193797053244, 1470.8005535621105, 1493.2031281766879, 1516.0723255967366, 1539.3879402949133, 1563.8376230726244, 1590.056937610747, 1622.7028190273727, 1668.506510204274, 1717.431880917698]","[4.196168900000001, 4.1952238, 4.1941214, 4.1934915, 4.1927433, 4.1922708, 4.1917191, 4.1911678, 4.1906562, 4.190341, 4.1899471, 4.1896324, 4.189356299999999, 4.1889629, 4.1885691, 4.1883721, 4.1881356, 4.1878209, 4.1875453, 4.1872301, 4.1869941, 4.1869545, 4.1867971, 4.1863637, 4.1861668, 4.1860094, 4.1857734, 4.1855764, 4.1854186, 4.1853795, 4.1850643, 4.1849461, 4.1848283, 4.1846704, 4.1844735, 4.1844344, 4.1841588, 4.1842375, 4.1840405, 4.1840801, 4.183804, 4.1837254, 4.1836076, 4.183646700000001, 4.1834893, 4.183135, 4.183135, 4.1830559, 4.1830559, 4.1828985, 4.1828589, 4.182741200000001, 4.1825833, 4.1826229, 4.1825833, 4.1824656, 4.1822686, 4.182229, 4.1821899, 4.182071700000001, 4.1821504, 4.181993, 4.1819143, 4.181796100000001, 4.1817565000000005, 4.1818352, 4.1816382, 4.1816382, 4.1814809, 4.181402200000001, 4.181402200000001, 4.1813235, 4.1812449, 4.1812449, 4.181087000000001, 4.1812449, 4.1809692, 4.181087000000001, 4.1808510000000005, 4.1809692, 4.1808510000000005, 4.1808114000000005, 4.1808510000000005, 4.1807723, 4.1806931, 4.1805754, 4.1805754, 4.1804175, 4.1803389, 4.1803389, 4.1802998, 4.1802998, 4.1802998, 4.1802602, 4.1801419, 4.1802998, 4.180181500000001, 4.1800632, 4.1801028, 4.179945, 4.1798272, 4.1799059000000005, 4.1799059000000005, 4.1798663000000005, 4.1797876, 4.1797876, 4.1796694, 4.1796303, 4.1797485, 4.1795907, 4.1795907, 4.1795907, 4.179512, 4.1795516, 4.1794333, 4.1793547, 4.1793938, 4.1793547, 4.1793938]",2476.263298542752
7,0.5,4,25,"[0.0, 28.91535598427845, 57.64866625867239, 89.33622130481706, 132.7030399141645, 194.12751439332283, 264.5888860031607, 332.52559984610366, 395.37030241181947, 452.9474662579156, 505.15782239922055, 552.8045052030839, 596.1130588705687, 635.7286560053171, 671.9356193873236, 705.4756032245907, 736.2898810172492, 765.5664235531124, 793.3522793604793, 819.6492557260378, 846.5106554870813, 874.096735013946, 902.950621642769, 932.6893779473858, 962.941947869431, 993.7895836689995, 1024.609997511085, 1055.9795354116222, 1088.221092952203, 1121.4862389511566, 1155.8124506007973, 1191.5791025980282, 1227.6556411956635, 1262.655600498566, 1295.21547113697, 1325.4427578402524, 1352.6841919922688, 1378.7073578833495, 1402.9688476951976, 1426.740986215238, 1449.2018460400889, 1471.8657702299538, 1494.1852186433723, 1517.300183036747, 1540.629859237326, 1565.1477593319205, 1591.2724416822693, 1624.0243975875019, 1670.0496370014966, 1720.9476979041888]","[4.1960506, 4.194909099999999, 4.1942396, 4.1933336, 4.1927433, 4.1921525, 4.19168, 4.1910105, 4.1906953, 4.1902623, 4.189868499999999, 4.1894746, 4.1892385, 4.188766, 4.1884508, 4.1881752, 4.1880178, 4.187624, 4.1875057, 4.1872301, 4.1869149, 4.1867576, 4.1865215, 4.1863246, 4.1859307, 4.1858912, 4.1857338, 4.1853795, 4.1853795, 4.1851826, 4.1850247000000005, 4.1848674, 4.18471, 4.1846704, 4.1843557, 4.1843557, 4.1842766000000005, 4.1840801, 4.1839619, 4.1836863, 4.1836863, 4.1834893, 4.183568, 4.1833711000000005, 4.1832924, 4.1831741000000005, 4.1830559, 4.1828985, 4.1828985, 4.1828589, 4.182741200000001, 4.1826229, 4.182307700000001, 4.182426, 4.1825833, 4.182307700000001, 4.182307700000001, 4.182071700000001, 4.1821108, 4.1819534, 4.1819143, 4.1818748, 4.1818748, 4.1817565000000005, 4.1814809, 4.1815205, 4.1814418, 4.181362600000001, 4.181402200000001, 4.1811657, 4.181284, 4.181126600000001, 4.1810479, 4.1812449, 4.1810083, 4.1810083, 4.1807723, 4.1809297, 4.1808901, 4.1808114000000005, 4.1807327, 4.1807327, 4.1806145, 4.1805358, 4.180221100000001, 4.1804175, 4.1803389, 4.1804571, 4.180181500000001, 4.1803784, 4.1801028, 4.1802998, 4.1801028, 4.1801028, 4.1800241, 4.1799846, 4.1800241, 4.1799846, 4.1799059000000005, 4.1798272, 4.1797485, 4.1797485, 4.1797485, 4.179709, 4.1796694, 4.1795907, 4.179512, 4.1794333, 4.179512, 4.1795516, 4.1794333, 4.1794724, 4.1794333, 4.1794333, 4.1792364, 4.1794333, 4.1793151, 4.1792364, 4.1792364]",2474.161986641712
8,0.5,4,25,"[0.0, 27.964064563756324, 56.71945215930589, 88.50077174014461, 132.36888892042157, 194.97383086895888, 264.32030922550075, 331.77339652996113, 394.28992543051106, 451.58498545684006, 504.1401125681092, 551.0890577399279, 594.7393392527503, 633.873886992947, 669.8221738718702, 703.4583534589636, 734.6036616779596, 763.4591685968479, 791.354633371254, 818.0090901037805, 845.0405533438467, 872.3154305834624, 900.8875012730733, 930.8960528849105, 961.1115132313031, 991.778529836533, 1022.3226232798476, 1054.086936840757, 1086.390326501279, 1119.5837074205137, 1153.1879400404391, 1189.1084903195988, 1224.620677976599, 1259.790893414514, 1292.7323360651922, 1322.5966047732345, 1350.3094495987912, 1375.799398214314, 1400.4867035743027, 1424.0471268745441, 1446.7153566300199, 1469.4658922778904, 1491.5765845258634, 1514.3629420092907, 1537.9931409961769, 1562.366721182761, 1588.8007434618848, 1621.1672022745656, 1667.5602608781232, 1717.0892664254425]","[4.195775, 4.1949878, 4.1942, 4.193373200000001, 4.1927824000000005, 4.1921916, 4.1917191, 4.1910892, 4.1905775, 4.190301399999999, 4.1899471, 4.189553299999999, 4.189199, 4.1888843, 4.1884904, 4.188056899999999, 4.1879392, 4.187427, 4.1873875, 4.1871119, 4.1867971, 4.1866393, 4.1863246, 4.1863637, 4.1859307, 4.1858912, 4.1856551, 4.1854186, 4.1853399, 4.1851039, 4.1849461, 4.1848674, 4.1847491, 4.1845527, 4.1845131, 4.1843162000000005, 4.1840405, 4.1840405, 4.1838832, 4.183804, 4.1837254, 4.1835284, 4.1834893, 4.1832924, 4.1832528, 4.1830955, 4.1829381, 4.1830559, 4.1828589, 4.1828589, 4.1826625, 4.1825047, 4.1825833, 4.182544200000001, 4.182307700000001, 4.1822686, 4.1821504, 4.1821108, 4.1821504, 4.1819534, 4.1818352, 4.1818748, 4.1817565000000005, 4.1816382, 4.1816778, 4.1815205, 4.1815596, 4.181402200000001, 4.181284, 4.181284, 4.181126600000001, 4.181126600000001, 4.1810479, 4.181126600000001, 4.1809297, 4.1810479, 4.1807723, 4.1808114000000005, 4.1805754, 4.1805754, 4.1807327, 4.180654, 4.1805754, 4.1804175, 4.1804175, 4.1804571, 4.1803784, 4.1802998, 4.180221100000001, 4.180181500000001, 4.1802602, 4.1800632, 4.1800632, 4.1799846, 4.1801419, 4.1799059000000005, 4.1799059000000005, 4.1799059000000005, 4.1798272, 4.179709, 4.1796694, 4.1797485, 4.1797876, 4.179709, 4.1795907, 4.1795516, 4.1794333, 4.179512, 4.1795516, 4.1794724, 4.1793151, 4.1794333, 4.1792364, 4.1793938, 4.1792364, 4.1792364, 4.179276, 4.1791577, 4.1791577]",2472.198822195638
9,0.5,4,25,"[0.0, 27.24306345511252, 56.03491327873178, 87.53432355375708, 130.67572198678852, 192.97643150379554, 262.7144470125188, 329.66484558864533, 392.1071185551532, 449.0478475283046, 501.37304289855615, 549.1536258638638, 592.825996010737, 631.5927132075864, 667.7831981749649, 701.5798947545919, 732.8104982064609, 761.8356827145384, 789.2325531920129, 816.0057199636425, 842.7651046863176, 870.6205314728601, 899.1182706583787, 928.5393654049013, 958.6488560775232, 989.4777809533895, 1020.3487531244565, 1051.7577491550392, 1084.00678547111, 1116.9527380875024, 1150.8682714151305, 1186.9269906135478, 1222.922211208302, 1257.6046508401173, 1290.4412154144493, 1320.2069885409974, 1347.9719775717936, 1373.7861879048064, 1398.3881369384876, 1421.5596590238429, 1444.5146251554688, 1467.0696674133892, 1489.519199117291, 1512.274960841392, 1535.5397779158575, 1559.8203766219513, 1586.175611094366, 1618.357647150794, 1664.374423590753, 1713.963074229192]","[4.195775, 4.1948695, 4.194003100000001, 4.1933336, 4.1927037, 4.1920738, 4.1916013, 4.1910501, 4.1907349, 4.1902623, 4.189908, 4.1894746, 4.1891203, 4.188923399999999, 4.1884117, 4.1882935, 4.1877422, 4.187624, 4.1873875, 4.1871119, 4.1868362, 4.1866393, 4.1863246, 4.1862459, 4.186049, 4.1858125, 4.1855369, 4.1854582, 4.1852612, 4.185143, 4.1849461, 4.1847887, 4.18471, 4.1845131, 4.1844344, 4.1843162000000005, 4.1840405, 4.1840405, 4.1839223, 4.183646700000001, 4.1836076, 4.1834106, 4.183449700000001, 4.1831741000000005, 4.1830955, 4.1830168, 4.1830559, 4.1828589, 4.182741200000001, 4.1827803, 4.1826625, 4.1824656, 4.1824656, 4.182229, 4.1821899, 4.182032100000001, 4.1821504, 4.181993, 4.181993, 4.1817565000000005, 4.1816382, 4.1816778, 4.1815596, 4.181599100000001, 4.1814418, 4.1814418, 4.1814809, 4.181402200000001, 4.1812053, 4.181284, 4.181126600000001, 4.1810083, 4.1808510000000005, 4.1809297, 4.1808901, 4.1807723, 4.1808114000000005, 4.1809297, 4.1806145, 4.1805754, 4.1804571, 4.1805754, 4.1804175, 4.1803389, 4.180496700000001, 4.1802602, 4.180221100000001, 4.1802602, 4.1801028, 4.180181500000001, 4.180221100000001, 4.1800632, 4.1800241, 4.1799059000000005, 4.1797485, 4.1799059000000005, 4.1797485, 4.1796694, 4.179709, 4.1795907, 4.1797485, 4.179709, 4.1796303, 4.1795516, 4.1795907, 4.1795516, 4.179512, 4.179512, 4.1793547, 4.1793547, 4.1793151, 4.179276, 4.1794724, 4.179276, 4.1791577, 4.1791968, 4.1792364, 4.1790791, 4.1791577]",2469.441538540582
10,0.5,4,25,"[0.0, 26.16974359008009, 54.92253842635046, 86.34596999158953, 129.48107727962042, 190.92598006941512, 261.12476755401076, 327.7611709281517, 391.32445826724586, 448.1001425066845, 500.21284732744516, 547.6575158171133, 590.612107531058, 629.835116046426, 666.0218710400354, 699.4285463671899, 730.3777175961154, 759.5604033644745, 787.1919175418764, 814.228253820972, 840.9059088074707, 868.1391388631178, 896.9459172878649, 926.7128673431232, 957.0177939374694, 987.1400661888279, 1018.0897694339628, 1049.3793023311541, 1081.5384612583, 1114.684493140182, 1149.0028348163812, 1184.6076651764288, 1220.5200065676243, 1255.1694947231983, 1287.6471794390552, 1317.5369505694543, 1345.1294295256862, 1371.0946689108123, 1395.351999879494, 1419.0718143440283, 1442.061466225272, 1464.1533145790777, 1486.6633564444312, 1509.5492098775164, 1532.7132001411278, 1556.9127363973234, 1583.3440437853278, 1616.1088344864852, 1661.569533202674, 1710.4902453407794]","[4.195932900000001, 4.1947908, 4.194003100000001, 4.1934123, 4.1927433, 4.1922708, 4.1916404, 4.191246499999999, 4.190774, 4.190341, 4.1899471, 4.1895142, 4.1892385, 4.1888051, 4.1884904, 4.188253899999999, 4.1878996, 4.1875844, 4.1874666, 4.187151399999999, 4.1869941, 4.1867971, 4.186482, 4.186403299999999, 4.1858521, 4.1859307, 4.1856942, 4.1854973, 4.1853399, 4.1852612, 4.1851826, 4.1848283, 4.1847491, 4.1845131, 4.1845131, 4.1843557, 4.1842375, 4.1840801, 4.1838436, 4.1838832, 4.1837254, 4.1836076, 4.183568, 4.1834106, 4.1832528, 4.183135, 4.182977200000001, 4.1829381, 4.1827803, 4.1828589, 4.182741200000001, 4.1825833, 4.1826229, 4.182426, 4.182307700000001, 4.1822686, 4.182071700000001, 4.1819143, 4.182032100000001, 4.1819534, 4.1818748, 4.181796100000001, 4.1818352, 4.1815205, 4.1816382, 4.1814809, 4.181362600000001, 4.181362600000001, 4.1812449, 4.181126600000001, 4.1812053, 4.1811657, 4.1810083, 4.181126600000001, 4.1809692, 4.1809297, 4.1809297, 4.1806931, 4.1806931, 4.1807723, 4.1806145, 4.1804571, 4.1804175, 4.180496700000001, 4.1803389, 4.1804175, 4.1802602, 4.1800632, 4.180221100000001, 4.1803784, 4.1800632, 4.1800632, 4.180221100000001, 4.1801419, 4.1800241, 4.1801028, 4.1798272, 4.1799059000000005, 4.1797485, 4.1798663000000005, 4.179709, 4.179709, 4.1796694, 4.179709, 4.179709, 4.1795516, 4.179512, 4.1795907, 4.1795516, 4.179512, 4.1794724, 4.1793547, 4.1793547, 4.1791968, 4.1793151, 4.1791577, 4.1791968, 4.1791577, 4.1791968]",2467.816559903428
11,0.5,4,25,"[0.0, 28.615008769888505, 57.31424762788231, 89.11490150582222, 131.8894978643956, 193.64137595709758, 263.28331271796924, 330.9016809360162, 393.06396098498556, 449.8388713980896, 502.184129280986, 549.4847281539461, 592.420916896482, 631.6781571859664, 667.6931296679519, 701.2257828387166, 732.5519623753902, 761.648330129586, 789.4546944315179, 815.822327324386, 842.4867209752298, 870.0674133641345, 898.8525527832575, 928.2523841461974, 958.4593272800984, 988.7969778283665, 1019.9503966441138, 1051.2506845539074, 1083.2549206597937, 1116.2481037713774, 1150.288463850287, 1185.789331326312, 1221.71498459848, 1256.5060362040203, 1289.2233288996931, 1319.2158149565926, 1347.0624071998786, 1372.5154880462746, 1397.3488793349152, 1420.6281879340927, 1443.3792195886608, 1465.8475714718807, 1488.4527862269151, 1510.8575454204529, 1534.364690094781, 1558.433212926533, 1584.8250799932248, 1617.4113297206814, 1663.3202335082615, 1710.4652326284431]","[4.1960115, 4.1950665, 4.194003100000001, 4.193373200000001, 4.1927037, 4.1921129, 4.1917191, 4.1910892, 4.1907349, 4.1902227, 4.1897111, 4.1894355, 4.1890807, 4.188766, 4.1885295, 4.1880178, 4.187781299999999, 4.1875844, 4.187348399999999, 4.1871119, 4.1867576, 4.186482, 4.1865215, 4.186285, 4.1858912, 4.1858125, 4.1856155, 4.1854186, 4.185143, 4.1851826, 4.1849461, 4.1847887, 4.1844735, 4.1844344, 4.1842375, 4.1841192000000005, 4.1839619, 4.1839223, 4.1839619, 4.183568, 4.183568, 4.1834893, 4.1832137000000005, 4.1832924, 4.183135, 4.182977200000001, 4.1830168, 4.1828198, 4.1826625, 4.1826625, 4.1825047, 4.1824656, 4.1824656, 4.1822686, 4.1821504, 4.182071700000001, 4.1819143, 4.1818748, 4.1819143, 4.1817174, 4.1817565000000005, 4.1817174, 4.181599100000001, 4.1814418, 4.181362600000001, 4.1813235, 4.181362600000001, 4.181087000000001, 4.1811657, 4.1812053, 4.181087000000001, 4.181126600000001, 4.1808510000000005, 4.1809692, 4.1808114000000005, 4.1808901, 4.1807327, 4.1806931, 4.180496700000001, 4.1806145, 4.1804571, 4.1802998, 4.180496700000001, 4.1802998, 4.1802998, 4.1803784, 4.1802998, 4.180181500000001, 4.1801419, 4.180181500000001, 4.1799059000000005, 4.1800632, 4.1801028, 4.1798663000000005, 4.1798663000000005, 4.1798272, 4.1797485, 4.1798272, 4.1797485, 4.1796303, 4.1796303, 4.1796303, 4.1795516, 4.179512, 4.179512, 4.1794724, 4.179512, 4.1793151, 4.1793151, 4.1791968, 4.1792364, 4.1793547, 4.179276, 4.1790791, 4.1791577, 4.1789999, 4.1789608, 4.1790395, 4.1789999]",2465.8749683447268
